TERYT gminy,gmina,powiat,województwo,Liczba osób przypisanych do gminy wg adresu zameldowania na pobyt stały,Liczba osób przypisanych do gminy wg adresu zamieszkania (dopisanych na wniosek)
807024,LUBNIEWICE,SULĘCIŃSKI,LUBUSKIE,22,
807025,LUBNIEWICE,SULĘCIŃSKI,LUBUSKIE,9,
807032,SŁOŃSK,SULĘCIŃSKI,LUBUSKIE,41,1
807044,SULĘCIN,SULĘCIŃSKI,LUBUSKIE,103,3
807045,SULĘCIN,SULĘCIŃSKI,LUBUSKIE,46,4
807054,TORZYM,SULĘCIŃSKI,LUBUSKIE,25,4
807055,TORZYM,SULĘCIŃSKI,LUBUSKIE,22,2
808012,LUBRZA,ŚWIEBODZIŃSKI,LUBUSKIE,29,3
808022,ŁAGÓW,ŚWIEBODZIŃSKI,LUBUSKIE,48,6
808032,SKĄPE,ŚWIEBODZIŃSKI,LUBUSKIE,44,1
808042,SZCZANIEC,ŚWIEBODZIŃSKI,LUBUSKIE,24,4
808054,ŚWIEBODZIN,ŚWIEBODZIŃSKI,LUBUSKIE,166,7
808055,ŚWIEBODZIN,ŚWIEBODZIŃSKI,LUBUSKIE,39,3
808064,ZBĄSZYNEK,ŚWIEBODZIŃSKI,LUBUSKIE,41,1
808065,ZBĄSZYNEK,ŚWIEBODZIŃSKI,LUBUSKIE,11,
809014,BABIMOST,ZIELONOGÓRSKI,LUBUSKIE,29,
809015,BABIMOST,ZIELONOGÓRSKI,LUBUSKIE,12,
809022,BOJADŁA,ZIELONOGÓRSKI,LUBUSKIE,29,5
809034,CZERWIEŃSK,ZIELONOGÓRSKI,LUBUSKIE,51,3
809035,CZERWIEŃSK,ZIELONOGÓRSKI,LUBUSKIE,46,
809044,KARGOWA,ZIELONOGÓRSKI,LUBUSKIE,50,1
809045,KARGOWA,ZIELONOGÓRSKI,LUBUSKIE,18,
809054,NOWOGRÓD BOBRZAŃSKI,ZIELONOGÓRSKI,LUBUSKIE,45,
809055,NOWOGRÓD BOBRZAŃSKI,ZIELONOGÓRSKI,LUBUSKIE,24,1
809064,SULECHÓW,ZIELONOGÓRSKI,LUBUSKIE,190,4
809065,SULECHÓW,ZIELONOGÓRSKI,LUBUSKIE,97,2
809072,ŚWIDNICA,ZIELONOGÓRSKI,LUBUSKIE,46,3
809082,TRZEBIECHÓW,ZIELONOGÓRSKI,LUBUSKIE,22,
809092,ZABÓR,ZIELONOGÓRSKI,LUBUSKIE,49,2
810011,GOZDNICA,ŻAGAŃSKI,LUBUSKIE,27,1
810021,ŻAGAŃ,ŻAGAŃSKI,LUBUSKIE,265,5
810032,BRZEŹNICA,ŻAGAŃSKI,LUBUSKIE,32,
810044,IŁOWA,ŻAGAŃSKI,LUBUSKIE,26,
810045,IŁOWA,ŻAGAŃSKI,LUBUSKIE,21,2
810054,MAŁOMICE,ŻAGAŃSKI,LUBUSKIE,27,1
810055,MAŁOMICE,ŻAGAŃSKI,LUBUSKIE,22,
810062,NIEGOSŁAWICE,ŻAGAŃSKI,LUBUSKIE,29,1
810074,SZPROTAWA,ŻAGAŃSKI,LUBUSKIE,138,4
810075,SZPROTAWA,ŻAGAŃSKI,LUBUSKIE,79,1
810082,WYMIARKI,ŻAGAŃSKI,LUBUSKIE,24,
810092,ŻAGAŃ,ŻAGAŃSKI,LUBUSKIE,73,1
811011,ŁĘKNICA,ŻARSKI,LUBUSKIE,24,1
811021,ŻARY,ŻARSKI,LUBUSKIE,306,9
811032,BRODY,ŻARSKI,LUBUSKIE,19,
811044,JASIEŃ,ŻARSKI,LUBUSKIE,24,
811045,JASIEŃ,ŻARSKI,LUBUSKIE,17,
811052,LIPINKI ŁUŻYCKIE,ŻARSKI,LUBUSKIE,24,1
811064,LUBSKO,ŻARSKI,LUBUSKIE,116,2
811065,LUBSKO,ŻARSKI,LUBUSKIE,23,
811072,PRZEWÓZ,ŻARSKI,LUBUSKIE,46,1
811082,TRZEBIEL,ŻARSKI,LUBUSKIE,40,1
811092,TUPLICE,ŻARSKI,LUBUSKIE,30,2
811102,ŻARY,ŻARSKI,LUBUSKIE,85,4
812014,SŁAWA,WSCHOWSKI,LUBUSKIE,45,1
812015,SŁAWA,WSCHOWSKI,LUBUSKIE,57,5
812024,SZLICHTYNGOWA,WSCHOWSKI,LUBUSKIE,9,
812025,SZLICHTYNGOWA,WSCHOWSKI,LUBUSKIE,18,3
812034,WSCHOWA,WSCHOWSKI,LUBUSKIE,113,5
812035,WSCHOWA,WSCHOWSKI,LUBUSKIE,26,3
861011,GORZÓW WIELKOPOLSKI,GORZÓW WIELKOPOLSKI,LUBUSKIE,1207,50
862011,ZIELONA GÓRA,ZIELONA GÓRA,LUBUSKIE,1311,30
1001011,BEŁCHATÓW,BEŁCHATOWSKI,ŁÓDZKIE,562,17
1001022,BEŁCHATÓW,BEŁCHATOWSKI,ŁÓDZKIE,98,4
1001032,DRUŻBICE,BEŁCHATOWSKI,ŁÓDZKIE,56,3
1001042,KLESZCZÓW,BEŁCHATOWSKI,ŁÓDZKIE,57,
1001052,KLUKI,BEŁCHATOWSKI,ŁÓDZKIE,27,2
1001062,RUSIEC,BEŁCHATOWSKI,ŁÓDZKIE,39,4
1001072,SZCZERCÓW,BEŁCHATOWSKI,ŁÓDZKIE,80,
1001084,ZELÓW,BEŁCHATOWSKI,ŁÓDZKIE,76,2
1001085,ZELÓW,BEŁCHATOWSKI,ŁÓDZKIE,39,5
1002011,KUTNO,KUTNOWSKI,ŁÓDZKIE,380,20
1002022,BEDLNO,KUTNOWSKI,ŁÓDZKIE,33,4
1002034,DĄBROWICE,KUTNOWSKI,ŁÓDZKIE,10,
1002035,DĄBROWICE,KUTNOWSKI,ŁÓDZKIE,12,1
1002044,KROŚNIEWICE,KUTNOWSKI,ŁÓDZKIE,71,1
1002045,KROŚNIEWICE,KUTNOWSKI,ŁÓDZKIE,32,
1002052,KRZYŻANÓW,KUTNOWSKI,ŁÓDZKIE,18,1
1002062,KUTNO,KUTNOWSKI,ŁÓDZKIE,55,1
1002072,ŁANIĘTA,KUTNOWSKI,ŁÓDZKIE,14,
1002082,NOWE OSTROWY,KUTNOWSKI,ŁÓDZKIE,28,3
1002092,OPORÓW,KUTNOWSKI,ŁÓDZKIE,16,1
1002102,STRZELCE,KUTNOWSKI,ŁÓDZKIE,35,4
1002114,ŻYCHLIN,KUTNOWSKI,ŁÓDZKIE,70,
1002115,ŻYCHLIN,KUTNOWSKI,ŁÓDZKIE,21,
1003012,BUCZEK,ŁASKI,ŁÓDZKIE,43,1
1003024,ŁASK,ŁASKI,ŁÓDZKIE,145,1
1003025,ŁASK,ŁASKI,ŁÓDZKIE,70,2
1003032,SĘDZIEJOWICE,ŁASKI,ŁÓDZKIE,55,
1003042,WIDAWA,ŁASKI,ŁÓDZKIE,45,4
1003052,WODZIERADY,ŁASKI,ŁÓDZKIE,33,1
1004011,ŁĘCZYCA,ŁĘCZYCKI,ŁÓDZKIE,120,6
1004022,DASZYNA,ŁĘCZYCKI,ŁÓDZKIE,30,1
1004032,GÓRA ŚWIĘTEJ MAŁGORZATY,ŁĘCZYCKI,ŁÓDZKIE,18,2
1004042,GRABÓW,ŁĘCZYCKI,ŁÓDZKIE,31,2
1004052,ŁĘCZYCA,ŁĘCZYCKI,ŁÓDZKIE,50,
1004064,PIĄTEK,ŁĘCZYCKI,ŁÓDZKIE,8,
1004065,PIĄTEK,ŁĘCZYCKI,ŁÓDZKIE,16,2
1004072,ŚWINICE WARCKIE,ŁĘCZYCKI,ŁÓDZKIE,31,2
1004082,WITONIA,ŁĘCZYCKI,ŁÓDZKIE,22,
1005011,ŁOWICZ,ŁOWICKI,ŁÓDZKIE,255,5
1005022,BIELAWY,ŁOWICKI,ŁÓDZKIE,28,4
1005032,CHĄŚNO,ŁOWICKI,ŁÓDZKIE,14,
1005042,DOMANIEWICE,ŁOWICKI,ŁÓDZKIE,18,2
1005052,KIERNOZIA,ŁOWICKI,ŁÓDZKIE,25,
1005062,KOCIERZEW POŁUDNIOWY,ŁOWICKI,ŁÓDZKIE,21,
1005072,ŁOWICZ,ŁOWICKI,ŁÓDZKIE,41,1
1005082,ŁYSZKOWICE,ŁOWICKI,ŁÓDZKIE,26,
1005092,NIEBORÓW,ŁOWICKI,ŁÓDZKIE,40,1
1005102,ZDUNY,ŁOWICKI,ŁÓDZKIE,49,2
1006022,ANDRESPOL,ŁÓDZKI WSCHODNI,ŁÓDZKIE,122,1
1006032,BRÓJCE,ŁÓDZKI WSCHODNI,ŁÓDZKIE,50,1
1006074,KOLUSZKI,ŁÓDZKI WSCHODNI,ŁÓDZKIE,124,1
1006075,KOLUSZKI,ŁÓDZKI WSCHODNI,ŁÓDZKIE,66,1
1006082,NOWOSOLNA,ŁÓDZKI WSCHODNI,ŁÓDZKIE,48,4
1006104,RZGÓW,ŁÓDZKI WSCHODNI,ŁÓDZKIE,27,2
1006105,RZGÓW,ŁÓDZKI WSCHODNI,ŁÓDZKIE,57,2
1006114,TUSZYN,ŁÓDZKI WSCHODNI,ŁÓDZKIE,57,4
1006115,TUSZYN,ŁÓDZKI WSCHODNI,ŁÓDZKIE,31,4
1007012,BIAŁACZÓW,OPOCZYŃSKI,ŁÓDZKIE,47,1
1007024,DRZEWICA,OPOCZYŃSKI,ŁÓDZKIE,67,
1007025,DRZEWICA,OPOCZYŃSKI,ŁÓDZKIE,58,4
1007032,MNISZKÓW,OPOCZYŃSKI,ŁÓDZKIE,37,1
1007044,OPOCZNO,OPOCZYŃSKI,ŁÓDZKIE,218,5
1007045,OPOCZNO,OPOCZYŃSKI,ŁÓDZKIE,93,1
1007052,PARADYŻ,OPOCZYŃSKI,ŁÓDZKIE,36,
1007062,POŚWIĘTNE,OPOCZYŃSKI,ŁÓDZKIE,28,4
1007072,SŁAWNO,OPOCZYŃSKI,ŁÓDZKIE,46,
1007082,ŻARNÓW,OPOCZYŃSKI,ŁÓDZKIE,70,1
1008011,KONSTANTYNÓW ŁÓDZKI,PABIANICKI,ŁÓDZKIE,153,9
1008021,PABIANICE,PABIANICKI,ŁÓDZKIE,589,4
1008032,DŁUTÓW,PABIANICKI,ŁÓDZKIE,37,3
1008042,DOBROŃ,PABIANICKI,ŁÓDZKIE,69,2
1008052,KSAWERÓW,PABIANICKI,ŁÓDZKIE,86,4
1008064,LUTOMIERSK,PABIANICKI,ŁÓDZKIE,9,
1008065,LUTOMIERSK,PABIANICKI,ŁÓDZKIE,54,2
1008072,PABIANICE,PABIANICKI,ŁÓDZKIE,90,1
1009014,DZIAŁOSZYN,PAJĘCZAŃSKI,ŁÓDZKIE,73,2
1009015,DZIAŁOSZYN,PAJĘCZAŃSKI,ŁÓDZKIE,36,
1009022,KIEŁCZYGŁÓW,PAJĘCZAŃSKI,ŁÓDZKIE,26,3
1009032,NOWA BRZEŹNICA,PAJĘCZAŃSKI,ŁÓDZKIE,30,1
1009044,PAJĘCZNO,PAJĘCZAŃSKI,ŁÓDZKIE,83,1
1009045,PAJĘCZNO,PAJĘCZAŃSKI,ŁÓDZKIE,28,2
1009052,RZĄŚNIA,PAJĘCZAŃSKI,ŁÓDZKIE,67,2
1009062,SIEMKOWICE,PAJĘCZAŃSKI,ŁÓDZKIE,24,6
1009072,STRZELCE WIELKIE,PAJĘCZAŃSKI,ŁÓDZKIE,28,
1009082,SULMIERZYCE,PAJĘCZAŃSKI,ŁÓDZKIE,33,1
1010012,ALEKSANDRÓW,PIOTRKOWSKI,ŁÓDZKIE,33,2
1010022,CZARNOCIN,PIOTRKOWSKI,ŁÓDZKIE,27,1
1010032,GORZKOWICE,PIOTRKOWSKI,ŁÓDZKIE,61,3
1010042,GRABICA,PIOTRKOWSKI,ŁÓDZKIE,37,
1010052,ŁĘKI SZLACHECKIE,PIOTRKOWSKI,ŁÓDZKIE,23,
1010062,MOSZCZENICA,PIOTRKOWSKI,ŁÓDZKIE,103,1
1010072,RĘCZNO,PIOTRKOWSKI,ŁÓDZKIE,24,1
1010084,ROZPRZA,PIOTRKOWSKI,ŁÓDZKIE,29,1
1010085,ROZPRZA,PIOTRKOWSKI,ŁÓDZKIE,51,2
1010094,SULEJÓW,PIOTRKOWSKI,ŁÓDZKIE,47,4
1010095,SULEJÓW,PIOTRKOWSKI,ŁÓDZKIE,56,1
1010102,WOLA KRZYSZTOPORSKA,PIOTRKOWSKI,ŁÓDZKIE,64,
1010114,WOLBÓRZ,PIOTRKOWSKI,ŁÓDZKIE,19,1
1010115,WOLBÓRZ,PIOTRKOWSKI,ŁÓDZKIE,36,2
1011012,DALIKÓW,PODDĘBICKI,ŁÓDZKIE,23,2
1011022,PĘCZNIEW,PODDĘBICKI,ŁÓDZKIE,29,1
1011034,PODDĘBICE,PODDĘBICKI,ŁÓDZKIE,64,6
1011035,PODDĘBICE,PODDĘBICKI,ŁÓDZKIE,66,5
1011044,UNIEJÓW,PODDĘBICKI,ŁÓDZKIE,35,
1011045,UNIEJÓW,PODDĘBICKI,ŁÓDZKIE,28,1
1011052,WARTKOWICE,PODDĘBICKI,ŁÓDZKIE,18,1
1011062,ZADZIM,PODDĘBICKI,ŁÓDZKIE,25,2
1012011,RADOMSKO,RADOMSZCZAŃSKI,ŁÓDZKIE,402,13
1012022,DOBRYSZYCE,RADOMSZCZAŃSKI,ŁÓDZKIE,41,
1012032,GIDLE,RADOMSZCZAŃSKI,ŁÓDZKIE,53,1
1012042,GOMUNICE,RADOMSZCZAŃSKI,ŁÓDZKIE,53,
1012054,KAMIEŃSK,RADOMSZCZAŃSKI,ŁÓDZKIE,25,
1012055,KAMIEŃSK,RADOMSZCZAŃSKI,ŁÓDZKIE,19,
1012062,KOBIELE WIELKIE,RADOMSZCZAŃSKI,ŁÓDZKIE,18,1
1012072,KODRĄB,RADOMSZCZAŃSKI,ŁÓDZKIE,28,3
1012082,LGOTA WIELKA,RADOMSZCZAŃSKI,ŁÓDZKIE,44,2
1012092,ŁADZICE,RADOMSZCZAŃSKI,ŁÓDZKIE,29,
1012102,MASŁOWICE,RADOMSZCZAŃSKI,ŁÓDZKIE,35,2
1012114,PRZEDBÓRZ,RADOMSZCZAŃSKI,ŁÓDZKIE,48,
1012115,PRZEDBÓRZ,RADOMSZCZAŃSKI,ŁÓDZKIE,23,
1012122,RADOMSKO,RADOMSZCZAŃSKI,ŁÓDZKIE,51,
1012132,WIELGOMŁYNY,RADOMSZCZAŃSKI,ŁÓDZKIE,38,7
1012142,ŻYTNO,RADOMSZCZAŃSKI,ŁÓDZKIE,48,
1013011,RAWA MAZOWIECKA,RAWSKI,ŁÓDZKIE,158,3
1013024,BIAŁA RAWSKA,RAWSKI,ŁÓDZKIE,20,
1013025,BIAŁA RAWSKA,RAWSKI,ŁÓDZKIE,35,
1013032,CIELĄDZ,RAWSKI,ŁÓDZKIE,23,
1013042,RAWA MAZOWIECKA,RAWSKI,ŁÓDZKIE,41,1
1013052,REGNÓW,RAWSKI,ŁÓDZKIE,7,2
1013062,SADKOWICE,RAWSKI,ŁÓDZKIE,20,
1014011,SIERADZ,SIERADZKI,ŁÓDZKIE,355,5
1014024,BŁASZKI,SIERADZKI,ŁÓDZKIE,12,
1014025,BŁASZKI,SIERADZKI,ŁÓDZKIE,82,4
1014032,BRĄSZEWICE,SIERADZKI,ŁÓDZKIE,34,1
1014042,BRZEŹNIO,SIERADZKI,ŁÓDZKIE,45,
1014052,BURZENIN,SIERADZKI,ŁÓDZKIE,30,
1014062,GOSZCZANÓW,SIERADZKI,ŁÓDZKIE,24,1
1014072,KLONOWA,SIERADZKI,ŁÓDZKIE,18,
1014082,SIERADZ,SIERADZKI,ŁÓDZKIE,88,4
1014094,WARTA,SIERADZKI,ŁÓDZKIE,22,
1014095,WARTA,SIERADZKI,ŁÓDZKIE,26,5
1014102,WRÓBLEW,SIERADZKI,ŁÓDZKIE,34,
1014114,ZŁOCZEW,SIERADZKI,ŁÓDZKIE,29,
1014115,ZŁOCZEW,SIERADZKI,ŁÓDZKIE,18,
1015014,BOLIMÓW,SKIERNIEWICKI,ŁÓDZKIE,14,1
1015015,BOLIMÓW,SKIERNIEWICKI,ŁÓDZKIE,24,
1015022,GŁUCHÓW,SKIERNIEWICKI,ŁÓDZKIE,40,
1015032,GODZIANÓW,SKIERNIEWICKI,ŁÓDZKIE,16,
1015042,KOWIESY,SKIERNIEWICKI,ŁÓDZKIE,24,8
1015052,LIPCE REYMONTOWSKIE,SKIERNIEWICKI,ŁÓDZKIE,11,
1015062,MAKÓW,SKIERNIEWICKI,ŁÓDZKIE,34,1
1015072,NOWY KAWĘCZYN,SKIERNIEWICKI,ŁÓDZKIE,14,2
1015082,SKIERNIEWICE,SKIERNIEWICKI,ŁÓDZKIE,46,
1015092,SŁUPIA,SKIERNIEWICKI,ŁÓDZKIE,14,
1016011,TOMASZÓW MAZOWIECKI,TOMASZOWSKI,ŁÓDZKIE,610,7
1016022,BĘDKÓW,TOMASZOWSKI,ŁÓDZKIE,24,2
1016032,BUDZISZEWICE,TOMASZOWSKI,ŁÓDZKIE,19,
1016042,CZERNIEWICE,TOMASZOWSKI,ŁÓDZKIE,39,
1016052,INOWŁÓDZ,TOMASZOWSKI,ŁÓDZKIE,33,
1016062,LUBOCHNIA,TOMASZOWSKI,ŁÓDZKIE,50,3
1016072,ROKICINY,TOMASZOWSKI,ŁÓDZKIE,42,7
1016082,RZECZYCA,TOMASZOWSKI,ŁÓDZKIE,25,2
1016092,TOMASZÓW MAZOWIECKI,TOMASZOWSKI,ŁÓDZKIE,109,2
1016104,UJAZD,TOMASZOWSKI,ŁÓDZKIE,12,
1016105,UJAZD,TOMASZOWSKI,ŁÓDZKIE,66,
1016112,ŻELECHLINEK,TOMASZOWSKI,ŁÓDZKIE,8,
1017012,BIAŁA,WIELUŃSKI,ŁÓDZKIE,38,
1017022,CZARNOŻYŁY,WIELUŃSKI,ŁÓDZKIE,37,2
1017032,KONOPNICA,WIELUŃSKI,ŁÓDZKIE,40,4
1017042,MOKRSKO,WIELUŃSKI,ŁÓDZKIE,29,1
1017052,OSJAKÓW,WIELUŃSKI,ŁÓDZKIE,29,3
1017062,OSTRÓWEK,WIELUŃSKI,ŁÓDZKIE,23,5
1017072,PĄTNÓW,WIELUŃSKI,ŁÓDZKIE,54,3
1017082,SKOMLIN,WIELUŃSKI,ŁÓDZKIE,35,1
1017094,WIELUŃ,WIELUŃSKI,ŁÓDZKIE,251,1
1017095,WIELUŃ,WIELUŃSKI,ŁÓDZKIE,57,
1017102,WIERZCHLAS,WIELUŃSKI,ŁÓDZKIE,31,
1018012,BOLESŁAWIEC,WIERUSZOWSKI,ŁÓDZKIE,21,1
1018022,CZASTARY,WIERUSZOWSKI,ŁÓDZKIE,21,2
1018032,GALEWICE,WIERUSZOWSKI,ŁÓDZKIE,43,
1018044,LUTUTÓW,WIERUSZOWSKI,ŁÓDZKIE,18,1
1018045,LUTUTÓW,WIERUSZOWSKI,ŁÓDZKIE,9,
1018052,ŁUBNICE,WIERUSZOWSKI,ŁÓDZKIE,16,
1018062,SOKOLNIKI,WIERUSZOWSKI,ŁÓDZKIE,35,1
1018074,WIERUSZÓW,WIERUSZOWSKI,ŁÓDZKIE,80,3
1018075,WIERUSZÓW,WIERUSZOWSKI,ŁÓDZKIE,44,2
1019011,ZDUŃSKA WOLA,ZDUŃSKOWOLSKI,ŁÓDZKIE,324,5
1019024,SZADEK,ZDUŃSKOWOLSKI,ŁÓDZKIE,17,
1019025,SZADEK,ZDUŃSKOWOLSKI,ŁÓDZKIE,29,2
1019032,ZAPOLICE,ZDUŃSKOWOLSKI,ŁÓDZKIE,33,1
1019042,ZDUŃSKA WOLA,ZDUŃSKOWOLSKI,ŁÓDZKIE,101,
1020011,GŁOWNO,ZGIERSKI,ŁÓDZKIE,83,5
1020021,OZORKÓW,ZGIERSKI,ŁÓDZKIE,115,1
1020031,ZGIERZ,ZGIERSKI,ŁÓDZKIE,516,10
1020044,ALEKSANDRÓW ŁÓDZKI,ZGIERSKI,ŁÓDZKIE,148,5
1020045,ALEKSANDRÓW ŁÓDZKI,ZGIERSKI,ŁÓDZKIE,82,3
1020052,GŁOWNO,ZGIERSKI,ŁÓDZKIE,33,
1020062,OZORKÓW,ZGIERSKI,ŁÓDZKIE,51,3
1020072,PARZĘCZEW,ZGIERSKI,ŁÓDZKIE,37,3
1020084,STRYKÓW,ZGIERSKI,ŁÓDZKIE,33,1
1020085,STRYKÓW,ZGIERSKI,ŁÓDZKIE,73,4
1020092,ZGIERZ,ZGIERSKI,ŁÓDZKIE,148,12
1021011,BRZEZINY,BRZEZIŃSKI,ŁÓDZKIE,102,1
1021022,BRZEZINY,BRZEZIŃSKI,ŁÓDZKIE,33,
1021032,DMOSIN,BRZEZIŃSKI,ŁÓDZKIE,55,2
1021044,JEŻÓW,BRZEZIŃSKI,ŁÓDZKIE,8,
1021045,JEŻÓW,BRZEZIŃSKI,ŁÓDZKIE,19,
1021052,ROGÓW,BRZEZIŃSKI,ŁÓDZKIE,35,1
1061011,ŁÓDŹ,ŁÓDŹ,ŁÓDZKIE,5507,223
1062011,PIOTRKÓW TRYBUNALSKI,PIOTRKÓW TRYBUNALSKI,ŁÓDZKIE,654,19
1063011,SKIERNIEWICE,SKIERNIEWICE,ŁÓDZKIE,342,8
1201011,BOCHNIA,BOCHEŃSKI,MAŁOPOLSKIE,227,12
1201022,BOCHNIA,BOCHEŃSKI,MAŁOPOLSKIE,70,3
1201032,DRWINIA,BOCHEŃSKI,MAŁOPOLSKIE,47,6
1201042,LIPNICA MUROWANA,BOCHEŃSKI,MAŁOPOLSKIE,39,5
1201052,ŁAPANÓW,BOCHEŃSKI,MAŁOPOLSKIE,37,2
1201064,NOWY WIŚNICZ,BOCHEŃSKI,MAŁOPOLSKIE,19,
1201065,NOWY WIŚNICZ,BOCHEŃSKI,MAŁOPOLSKIE,40,
1201072,RZEZAWA,BOCHEŃSKI,MAŁOPOLSKIE,71,1
1201082,TRZCIANA,BOCHEŃSKI,MAŁOPOLSKIE,33,1
1201092,ŻEGOCINA,BOCHEŃSKI,MAŁOPOLSKIE,35,
1202012,BORZĘCIN,BRZESKI,MAŁOPOLSKIE,42,
1202024,BRZESKO,BRZESKI,MAŁOPOLSKIE,171,8
1202025,BRZESKO,BRZESKI,MAŁOPOLSKIE,124,
1202034,CZCHÓW,BRZESKI,MAŁOPOLSKIE,17,2
1202035,CZCHÓW,BRZESKI,MAŁOPOLSKIE,44,6
1202042,DĘBNO,BRZESKI,MAŁOPOLSKIE,100,1
1202052,GNOJNIK,BRZESKI,MAŁOPOLSKIE,36,3
1202062,IWKOWA,BRZESKI,MAŁOPOLSKIE,57,
1202072,SZCZUROWA,BRZESKI,MAŁOPOLSKIE,44,2
1203014,ALWERNIA,CHRZANOWSKI,MAŁOPOLSKIE,29,1
1203015,ALWERNIA,CHRZANOWSKI,MAŁOPOLSKIE,60,1
1203022,BABICE,CHRZANOWSKI,MAŁOPOLSKIE,63,1
1203034,CHRZANÓW,CHRZANOWSKI,MAŁOPOLSKIE,309,23
1203035,CHRZANÓW,CHRZANOWSKI,MAŁOPOLSKIE,55,
1203044,LIBIĄŻ,CHRZANOWSKI,MAŁOPOLSKIE,162,1
1203045,LIBIĄŻ,CHRZANOWSKI,MAŁOPOLSKIE,47,2
1203054,TRZEBINIA,CHRZANOWSKI,MAŁOPOLSKIE,156,9
1203055,TRZEBINIA,CHRZANOWSKI,MAŁOPOLSKIE,103,2
1204012,BOLESŁAW,DĄBROWSKI,MAŁOPOLSKIE,10,
1204024,DĄBROWA TARNOWSKA,DĄBROWSKI,MAŁOPOLSKIE,81,4
1204025,DĄBROWA TARNOWSKA,DĄBROWSKI,MAŁOPOLSKIE,31,1
1204032,GRĘBOSZÓW,DĄBROWSKI,MAŁOPOLSKIE,18,
1204042,MĘDRZECHÓW,DĄBROWSKI,MAŁOPOLSKIE,23,
1204052,OLESNO,DĄBROWSKI,MAŁOPOLSKIE,39,
1204062,RADGOSZCZ,DĄBROWSKI,MAŁOPOLSKIE,35,1
1204074,SZCZUCIN,DĄBROWSKI,MAŁOPOLSKIE,61,
1204075,SZCZUCIN,DĄBROWSKI,MAŁOPOLSKIE,52,2
1205011,GORLICE,GORLICKI,MAŁOPOLSKIE,285,8
1205024,BIECZ,GORLICKI,MAŁOPOLSKIE,53,
1205025,BIECZ,GORLICKI,MAŁOPOLSKIE,63,
1205034,BOBOWA,GORLICKI,MAŁOPOLSKIE,33,3
1205035,BOBOWA,GORLICKI,MAŁOPOLSKIE,52,
1205042,GORLICE,GORLICKI,MAŁOPOLSKIE,120,
1205052,LIPINKI,GORLICKI,MAŁOPOLSKIE,40,
1205062,ŁUŻNA,GORLICKI,MAŁOPOLSKIE,56,1
1205072,MOSZCZENICA,GORLICKI,MAŁOPOLSKIE,29,3
1205082,ROPA,GORLICKI,MAŁOPOLSKIE,38,
1205092,SĘKOWA,GORLICKI,MAŁOPOLSKIE,51,
1205102,UŚCIE GORLICKIE,GORLICKI,MAŁOPOLSKIE,77,4
1206012,CZERNICHÓW,KRAKOWSKI,MAŁOPOLSKIE,84,11
1206022,IGOŁOMIA-WAWRZEŃCZYCE,KRAKOWSKI,MAŁOPOLSKIE,44,3
1206032,IWANOWICE,KRAKOWSKI,MAŁOPOLSKIE,72,2
1206042,JERZMANOWICE-PRZEGINIA,KRAKOWSKI,MAŁOPOLSKIE,92,3
1206052,KOCMYRZÓW-LUBORZYCA,KRAKOWSKI,MAŁOPOLSKIE,101,9
1206064,KRZESZOWICE,KRAKOWSKI,MAŁOPOLSKIE,86,3
1206065,KRZESZOWICE,KRAKOWSKI,MAŁOPOLSKIE,139,5
1206072,LISZKI,KRAKOWSKI,MAŁOPOLSKIE,104,17
1206082,MICHAŁOWICE,KRAKOWSKI,MAŁOPOLSKIE,95,7
1206092,MOGILANY,KRAKOWSKI,MAŁOPOLSKIE,102,8
1206104,SKAŁA,KRAKOWSKI,MAŁOPOLSKIE,21,
1206105,SKAŁA,KRAKOWSKI,MAŁOPOLSKIE,55,2
1206114,SKAWINA,KRAKOWSKI,MAŁOPOLSKIE,178,11
1206115,SKAWINA,KRAKOWSKI,MAŁOPOLSKIE,101,5
1206124,SŁOMNIKI,KRAKOWSKI,MAŁOPOLSKIE,25,5
1206125,SŁOMNIKI,KRAKOWSKI,MAŁOPOLSKIE,55,2
1206132,SUŁOSZOWA,KRAKOWSKI,MAŁOPOLSKIE,41,4
1206144,ŚWIĄTNIKI GÓRNE,KRAKOWSKI,MAŁOPOLSKIE,20,6
1206145,ŚWIĄTNIKI GÓRNE,KRAKOWSKI,MAŁOPOLSKIE,52,5
1206152,WIELKA WIEŚ,KRAKOWSKI,MAŁOPOLSKIE,139,9
1206162,ZABIERZÓW,KRAKOWSKI,MAŁOPOLSKIE,251,26
1206172,ZIELONKI,KRAKOWSKI,MAŁOPOLSKIE,264,17
1207011,LIMANOWA,LIMANOWSKI,MAŁOPOLSKIE,110,2
1207021,MSZANA DOLNA,LIMANOWSKI,MAŁOPOLSKIE,80,4
1207032,DOBRA,LIMANOWSKI,MAŁOPOLSKIE,68,1
1207042,JODŁOWNIK,LIMANOWSKI,MAŁOPOLSKIE,44,1
1207052,KAMIENICA,LIMANOWSKI,MAŁOPOLSKIE,58,2
1207062,LASKOWA,LIMANOWSKI,MAŁOPOLSKIE,60,
1207072,LIMANOWA,LIMANOWSKI,MAŁOPOLSKIE,165,3
1207082,ŁUKOWICA,LIMANOWSKI,MAŁOPOLSKIE,41,1
1207092,MSZANA DOLNA,LIMANOWSKI,MAŁOPOLSKIE,72,1
1207102,NIEDŹWIEDŹ,LIMANOWSKI,MAŁOPOLSKIE,69,2
1207112,SŁOPNICE,LIMANOWSKI,MAŁOPOLSKIE,44,1
