teryt;community_name;county_name;voivodship_name;number_of_commissions;eligible_voters;cards_given_out;valid_cards;valid_votes;Komitet Wyborczy Platforma Obywatelska RP;Komitet Wyborczy Prawica;Komitet Wyborczy Polskie Stronnictwo Ludowe;Komitet Wyborczy Prawo i Sprawiedliwość;Komitet Wyborczy Ruch Palikota;Komitet Wyborczy Nowa Prawica - Janusza Korwin-Mikke;Komitet Wyborczy Sojusz Lewicy Demokratycznej;Komitet Wyborczy Nasz Dom Polska-Samoobrona Andrzeja Leppera;Komitet Wyborczy Polska Jest Najważniejsza;Komitet Wyborczy Polska Partia Pracy - Sierpień 80;Komitet Wyborczy Wyborców Mniejszość Niemiecka
606072;Łopiennik Górny, gm.;krasnostawski, pow.;lubelskie;4;3476;1173;1172;1082;121;0;294;465;82;0;88;7;24;1;0
606092;Rudnik, gm.;krasnostawski, pow.;lubelskie;5;2816;936;935;887;52;0;265;364;123;0;55;13;13;2;0
606102;Siennica Różana, gm.;krasnostawski, pow.;lubelskie;5;3473;1489;1489;1419;133;0;799;286;129;0;64;2;4;2;0
606112;Żółkiewka, gm.;krasnostawski, pow.;lubelskie;8;4981;1824;1823;1672;154;0;456;684;193;0;103;37;33;12;0
613012;Dębowa Kłoda, gm.;parczewski, pow.;lubelskie;4;3324;1214;1166;1124;175;0;219;388;232;0;47;8;48;7;0
613022;Jabłoń, gm.;parczewski, pow.;lubelskie;6;3245;1606;1606;1538;124;0;417;675;160;0;115;10;30;7;0
613032;Milanów, gm.;parczewski, pow.;lubelskie;5;3283;1359;1359;1273;161;0;296;546;146;0;80;2;25;17;0
613043;Parczew, gm.;parczewski, pow.;lubelskie;12;12422;5524;5522;5251;1410;0;673;1821;662;0;299;9;366;11;0
613052;Podedwórze, gm.;parczewski, pow.;lubelskie;2;1545;641;641;608;97;0;189;200;46;0;59;4;10;3;0
613062;Siemień, gm.;parczewski, pow.;lubelskie;4;3944;1523;1522;1452;172;0;358;642;180;0;60;6;27;7;0
613072;Sosnowica, gm.;parczewski, pow.;lubelskie;3;2285;877;877;819;214;0;152;248;136;0;46;7;11;5;0
615022;Borki, gm.;radzyński, pow.;lubelskie;5;4836;1767;1767;1660;116;0;804;552;113;0;54;4;11;6;0
615032;Czemierniki, gm.;radzyński, pow.;lubelskie;4;3697;1969;1969;1898;120;0;996;558;125;0;62;3;21;13;0
615042;Kąkolewnica, gm.;radzyński, pow.;lubelskie;7;6731;2891;2889;2698;279;0;902;1193;178;0;91;3;39;13;0
615052;Komarówka Podlaska, gm.;radzyński, pow.;lubelskie;5;3876;1745;1745;1618;239;0;473;713;105;0;62;2;20;4;0
615062;Radzyń Podlaski, gm.;radzyński, pow.;lubelskie;7;6395;2764;2764;2640;251;0;509;1511;147;0;164;13;36;9;0
615011;Radzyń Podlaski, m.;radzyński, pow.;lubelskie;10;13349;6832;6832;6523;1224;0;1589;2613;582;0;369;7;109;30;0
615072;Ulan-Majorat, gm.;radzyński, pow.;lubelskie;6;4796;2159;2159;2071;123;0;671;1058;95;0;70;8;32;14;0
615082;Wohyń, gm.;radzyński, pow.;lubelskie;7;5814;2310;2307;2183;239;0;725;886;198;0;80;12;30;13;0
618022;Bełżec, gm.;tomaszowski, pow.;lubelskie;4;2791;1038;1038;959;185;0;255;347;109;0;46;4;10;3;0
618032;Jarczów, gm.;tomaszowski, pow.;lubelskie;4;3012;1145;1145;1065;127;0;263;487;90;0;62;9;22;5;0
618042;Krynice, gm.;tomaszowski, pow.;lubelskie;4;2902;1141;1141;1072;159;0;282;472;93;0;37;6;18;5;0
618052;Lubycza Królewska, gm.;tomaszowski, pow.;lubelskie;5;5404;1568;1567;1449;382;0;379;377;172;0;88;7;34;10;0
618062;Łaszczów, gm.;tomaszowski, pow.;lubelskie;10;5409;2029;2028;1908;262;0;972;453;121;0;71;10;12;7;0
618072;Rachanie, gm.;tomaszowski, pow.;lubelskie;9;4657;1895;1895;1738;131;0;277;703;187;0;393;16;27;4;0
618082;Susiec, gm.;tomaszowski, pow.;lubelskie;7;6451;2635;2635;2472;423;0;520;1088;270;0;109;12;41;9;0
618092;Tarnawatka, gm.;tomaszowski, pow.;lubelskie;5;3267;1218;1218;1132;161;0;202;543;119;0;75;8;20;4;0
618102;Telatyn, gm.;tomaszowski, pow.;lubelskie;5;3612;1419;1419;1351;68;0;859;285;71;0;43;10;10;5;0
618011;Tomaszów Lubelski, m.;tomaszowski, pow.;lubelskie;11;16985;7958;7958;7688;2358;0;681;2882;902;0;575;32;220;38;0
618112;Tomaszów Lubelski, gm.;tomaszowski, pow.;lubelskie;12;8879;3363;3359;3201;562;0;454;1592;320;0;182;12;56;23;0
618123;Tyszowce, gm.;tomaszowski, pow.;lubelskie;8;4972;1691;1691;1573;156;0;447;682;154;0;85;13;28;8;0
618132;Ulhówek, gm.;tomaszowski, pow.;lubelskie;7;4288;1251;1251;1158;165;0;444;371;81;0;68;12;11;6;0
619022;Hanna, gm.;włodawski, pow.;lubelskie;4;2664;1005;1005;939;119;0;331;299;88;0;63;16;19;4;0
619032;Hańsk, gm.;włodawski, pow.;lubelskie;4;3116;1188;1187;1082;186;0;187;315;119;0;243;7;16;9;0
619042;Stary Brus, gm.;włodawski, pow.;lubelskie;4;1815;728;728;689;76;0;233;237;64;0;48;9;17;5;0
619052;Urszulin, gm.;włodawski, pow.;lubelskie;4;3340;1363;1363;1256;189;0;257;500;154;0;112;21;17;6;0
619062;Włodawa, gm.;włodawski, pow.;lubelskie;9;5052;1999;1989;1854;387;0;321;691;228;0;133;51;26;17;0
619011;Włodawa, m.;włodawski, pow.;lubelskie;7;11656;5435;5433;5207;1579;0;682;1615;731;0;443;49;76;32;0
619072;Wola Uhruska, gm.;włodawski, pow.;lubelskie;5;3411;1249;1249;1188;203;0;170;501;193;0;69;10;32;10;0
619082;Wyryki, gm.;włodawski, pow.;lubelskie;6;2307;797;797;743;134;0;178;253;78;0;60;15;22;3;0
620012;Adamów, gm.;zamojski, pow.;lubelskie;5;3980;1546;1546;1457;158;0;305;776;112;0;63;4;32;7;0
620022;Grabowiec, gm.;zamojski, pow.;lubelskie;4;3721;1221;1220;1123;351;0;243;419;61;0;26;5;11;7;0
620032;Komarów-Osada, gm.;zamojski, pow.;lubelskie;7;4474;2012;2010;1884;171;0;555;898;145;0;61;11;33;10;0
620043;Krasnobród, gm.;zamojski, pow.;lubelskie;10;5808;2854;2854;2666;262;0;930;1219;154;0;55;8;29;9;0
620052;Łabunie, gm.;zamojski, pow.;lubelskie;6;4992;2299;2299;2161;188;0;305;1300;188;0;94;14;61;11;0
620062;Miączyn, gm.;zamojski, pow.;lubelskie;8;4927;1768;1768;1646;194;0;425;636;224;0;103;17;39;8;0
620072;Nielisz, gm.;zamojski, pow.;lubelskie;7;4884;1687;1687;1568;147;0;246;760;182;0;182;13;24;14;0
620082;Radecznica, gm.;zamojski, pow.;lubelskie;7;5279;2060;2055;1958;157;0;537;907;198;0;93;17;39;10;0
620092;Sitno, gm.;zamojski, pow.;lubelskie;6;5519;2265;2264;2144;232;0;329;1197;223;0;82;13;58;10;0
620102;Skierbieszów, gm.;zamojski, pow.;lubelskie;6;4501;1836;1836;1733;263;0;193;993;146;0;88;12;30;8;0
620112;Stary Zamość, gm.;zamojski, pow.;lubelskie;6;4485;1883;1883;1791;215;0;285;979;176;0;98;7;25;6;0
620122;Sułów, gm.;zamojski, pow.;lubelskie;5;4055;1344;1344;1258;154;0;170;575;237;0;92;9;16;5;0
620133;Szczebrzeszyn, gm.;zamojski, pow.;lubelskie;10;9735;3800;3800;3522;869;0;368;1476;481;0;184;13;114;17;0
620142;Zamość, gm.;zamojski, pow.;lubelskie;18;17298;7623;7620;7252;1440;0;826;3434;921;0;366;27;181;57;0
620153;Zwierzyniec, gm.;zamojski, pow.;lubelskie;5;5853;2172;2172;2021;501;0;196;791;335;0;121;8;47;22;0
661011;Biała Podlaska;Biała Podlaska;lubelskie;29;45960;24293;24280;23489;6886;0;1994;8641;2818;0;2095;45;807;203;0
662011;Chełm;Chełm;lubelskie;36;55080;27331;27291;26149;7677;0;1979;8040;3596;0;4049;80;602;126;0
664011;Zamość;Zamość;lubelskie;32;54060;26225;26221;25254;7668;0;1401;9647;3614;0;1965;63;741;155;0
801022;Bogdaniec, gm.;gorzowski, pow.;lubuskie;4;5359;2154;2155;2028;786;0;204;475;288;38;207;0;20;10;0
801032;Deszczno, gm.;gorzowski, pow.;lubuskie;5;6557;2716;2716;2524;941;0;203;638;264;55;315;0;91;17;0
801042;Kłodawa, gm.;gorzowski, pow.;lubuskie;8;5824;3037;3035;2861;1265;0;354;541;349;59;232;0;54;7;0
801011;Kostrzyn nad Odrą, m.;gorzowski, pow.;lubuskie;11;13918;6086;6085;5705;2806;0;323;1234;679;114;456;0;68;25;0
801052;Lubiszyn, gm.;gorzowski, pow.;lubuskie;7;5372;1871;1870;1699;661;0;283;309;172;36;190;0;34;14;0
801062;Santok, gm.;gorzowski, pow.;lubuskie;6;6206;2429;2429;2248;905;0;218;454;290;41;303;0;31;6;0
801073;Witnica, gm.;gorzowski, pow.;lubuskie;11;10093;3737;3658;3422;1322;0;359;856;377;35;394;0;43;36;0
802022;Bobrowice, gm.;krośnieński, pow.;lubuskie;3;2600;968;968;855;336;0;99;226;96;15;65;0;11;7;0
802032;Bytnica, gm.;krośnieński, pow.;lubuskie;2;2099;614;614;547;213;0;67;143;52;5;61;0;4;2;0
802042;Dąbie, gm.;krośnieński, pow.;lubuskie;7;3936;1362;1362;1224;538;0;141;258;151;14;97;0;14;11;0
802011;Gubin, m.;krośnieński, pow.;lubuskie;10;13525;5725;5723;5379;2543;0;209;841;817;82;808;0;53;26;0
802052;Gubin, gm.;krośnieński, pow.;lubuskie;12;5936;1965;1965;1799;759;0;210;367;236;25;166;0;26;10;0
802063;Krosno Odrzańskie, gm.;krośnieński, pow.;lubuskie;13;15005;6451;6447;5998;2348;0;771;1384;739;62;616;0;58;20;0
802072;Maszewo, gm.;krośnieński, pow.;lubuskie;2;2334;595;595;520;181;0;108;106;59;4;53;0;6;3;0
803012;Bledzew, gm.;międzyrzecki, pow.;lubuskie;2;3725;1241;1241;1166;407;0;193;258;106;16;159;0;19;8;0
803023;Międzyrzecz, gm.;międzyrzecki, pow.;lubuskie;19;20855;9172;9162;8577;3512;0;812;1673;1063;107;1265;0;112;33;0
803032;Przytoczna, gm.;międzyrzecki, pow.;lubuskie;8;4599;1684;1684;1513;592;0;254;267;149;42;174;0;26;9;0
803042;Pszczew, gm.;międzyrzecki, pow.;lubuskie;6;3408;1361;1361;1213;490;0;167;291;107;21;109;0;23;5;0
803053;Skwierzyna, gm.;międzyrzecki, pow.;lubuskie;11;10118;4174;4156;3860;1545;0;580;653;387;92;534;0;37;32;0
803063;Trzciel, gm.;międzyrzecki, pow.;lubuskie;4;5186;1931;1930;1744;692;0;293;337;215;26;137;0;35;9;0
804023;Bytom Odrzański, gm.;nowosolski, pow.;lubuskie;2;4317;1726;1726;1596;754;0;125;346;148;26;159;0;32;6;0
804032;Kolsko, gm.;nowosolski, pow.;lubuskie;2;2615;928;928;844;361;0;91;229;70;14;58;0;16;5;0
804043;Kożuchów, gm.;nowosolski, pow.;lubuskie;11;12870;4842;4840;4521;1879;0;550;1023;506;35;444;0;49;35;0
804052;Nowa Sól, gm.;nowosolski, pow.;lubuskie;5;5339;2013;2013;1859;749;0;225;555;159;20;111;0;29;11;0
804011;Nowa Sól, m.;nowosolski, pow.;lubuskie;19;32311;15035;15018;14316;7214;0;651;3215;1478;208;1203;0;239;108;0
804063;Nowe Miasteczko, gm.;nowosolski, pow.;lubuskie;5;4410;1721;1685;1596;548;0;297;366;179;24;151;0;21;10;0
804072;Otyń, gm.;nowosolski, pow.;lubuskie;3;5042;1886;1886;1748;822;0;136;463;161;24;107;0;20;15;0
804082;Siedlisko, gm.;nowosolski, pow.;lubuskie;2;2751;942;942;861;281;0;210;198;71;7;80;0;9;5;0
805013;Cybinka, gm.;słubicki, pow.;lubuskie;4;5387;1720;1720;1575;698;0;213;334;165;22;115;0;14;14;0
805022;Górzyca, gm.;słubicki, pow.;lubuskie;4;3266;1143;1143;1017;391;0;93;267;111;17;112;0;17;9;0
805033;Ośno Lubuskie, gm.;słubicki, pow.;lubuskie;4;5153;1931;1931;1748;778;0;232;312;204;19;158;0;30;15;0
805043;Rzepin, gm.;słubicki, pow.;lubuskie;5;7829;3062;3062;2821;1310;0;247;585;285;45;300;0;31;18;0
805053;Słubice, gm.;słubicki, pow.;lubuskie;13;15392;7038;7037;6667;3220;0;349;1189;1001;91;688;0;104;25;0
806013;Dobiegniew, gm.;strzelecko-drezdenecki, pow.;lubuskie;6;5641;1949;1949;1800;682;0;332;366;146;22;225;0;16;11;0
806023;Drezdenko, gm.;strzelecko-drezdenecki, pow.;lubuskie;12;13984;5504;5458;5114;2396;0;285;1159;506;60;611;0;68;29;0
806032;Stare Kurowo, gm.;strzelecko-drezdenecki, pow.;lubuskie;4;3340;1236;1236;1098;461;0;139;266;115;9;83;0;21;4;0
806043;Strzelce Krajeńskie, gm.;strzelecko-drezdenecki, pow.;lubuskie;10;13884;5261;5255;4866;2404;0;358;973;514;66;472;0;45;34;0
806052;Zwierzyn, gm.;strzelecko-drezdenecki, pow.;lubuskie;4;3445;1265;1228;1145;437;0;158;274;126;13;106;0;24;7;0
807012;Krzeszyce, gm.;sulęciński, pow.;lubuskie;3;3716;1385;1385;1270;487;0;192;345;112;14;88;0;22;10;0
807023;Lubniewice, gm.;sulęciński, pow.;lubuskie;4;2566;1068;1068;936;451;0;173;143;70;22;65;0;11;1;0
807032;Słońsk, gm.;sulęciński, pow.;lubuskie;5;4134;1506;1506;1353;560;0;135;350;158;13;117;0;15;5;0
807043;Sulęcin, gm.;sulęciński, pow.;lubuskie;15;12637;5373;5372;4989;2337;0;785;986;381;58;380;0;55;7;0
807053;Torzym, gm.;sulęciński, pow.;lubuskie;7;5535;1881;1881;1726;875;0;142;321;168;22;173;0;14;11;0
808012;Lubrza, gm.;świebodziński, pow.;lubuskie;2;2743;1007;1006;909;369;0;74;187;105;18;128;0;28;0;0
808022;Łagów, gm.;świebodziński, pow.;lubuskie;3;4282;1572;1572;1425;688;0;121;301;126;24;142;0;17;6;0
808032;Skąpe, gm.;świebodziński, pow.;lubuskie;4;4198;1569;1569;1457;556;0;182;352;152;32;152;0;24;7;0
808042;Szczaniec, gm.;świebodziński, pow.;lubuskie;3;3061;1184;1184;1069;299;0;190;267;134;20;114;0;37;8;0
808053;Świebodzin, gm.;świebodziński, pow.;lubuskie;18;23632;10726;10726;10249;4604;0;856;2365;1122;201;725;0;332;44;0
808063;Zbąszynek, gm.;świebodziński, pow.;lubuskie;4;6644;3070;3069;2842;1261;0;306;521;298;52;326;0;64;14;0
812013;Sława, gm.;wschowski, pow.;lubuskie;12;9746;3890;3889;3581;1869;0;373;680;333;52;231;0;35;8;0
812023;Szlichtyngowa, gm.;wschowski, pow.;lubuskie;3;3985;1505;1501;1366;396;0;143;572;105;24;103;0;19;4;0
812033;Wschowa, gm.;wschowski, pow.;lubuskie;16;17088;6853;6849;6359;2584;0;446;1955;695;104;466;0;83;26;0
809013;Babimost, gm.;zielonogórski, pow.;lubuskie;4;4974;2206;2206;2020;808;0;258;379;235;45;244;0;40;11;0
809022;Bojadła, gm.;zielonogórski, pow.;lubuskie;3;2732;921;921;827;389;0;86;184;70;14;65;0;14;5;0
809033;Czerwieńsk, gm.;zielonogórski, pow.;lubuskie;7;7593;3154;3151;2932;1311;0;212;606;378;52;317;0;37;19;0
809043;Kargowa, gm.;zielonogórski, pow.;lubuskie;3;4645;1964;1964;1805;603;0;668;244;146;31;85;0;19;9;0
809053;Nowogród Bobrzański, gm.;zielonogórski, pow.;lubuskie;7;8254;3223;3221;2901;1194;0;259;557;511;25;284;0;49;22;0
809063;Sulechów, gm.;zielonogórski, pow.;lubuskie;17;21033;9238;9237;8680;4049;0;486;1852;1089;169;864;0;121;50;0
809072;Świdnica, gm.;zielonogórski, pow.;lubuskie;3;4813;2282;2282;2151;1056;0;223;327;327;39;149;0;25;5;0
809082;Trzebiechów, gm.;zielonogórski, pow.;lubuskie;5;2569;848;847;733;313;0;96;143;77;15;68;0;13;8;0
809092;Zabór, gm.;zielonogórski, pow.;lubuskie;3;2948;1263;1262;1182;500;0;89;238;196;15;121;0;13;10;0
809102;Zielona Góra, gm.;zielonogórski, pow.;lubuskie;7;14141;7201;7199;6853;3287;0;477;1433;848;144;498;0;121;45;0
810032;Brzeźnica, gm.;żagański, pow.;lubuskie;4;2971;1082;1082;991;241;0;197;257;99;8;166;0;18;5;0
810011;Gozdnica, m.;żagański, pow.;lubuskie;3;2765;830;830;777;347;0;50;181;114;13;51;0;17;4;0
810043;Iłowa, gm.;żagański, pow.;lubuskie;6;5759;2070;2070;1909;904;0;132;406;221;28;190;0;16;12;0
810053;Małomice, gm.;żagański, pow.;lubuskie;3;4404;1513;1513;1403;584;0;143;340;172;33;107;0;10;14;0
810062;Niegosławice, gm.;żagański, pow.;lubuskie;3;3647;1198;1198;1073;232;0;265;328;104;17;93;0;16;18;0
810073;Szprotawa, gm.;żagański, pow.;lubuskie;12;17342;6392;6334;5921;2329;0;795;1439;609;72;587;0;51;39;0
810082;Wymiarki, gm.;żagański, pow.;lubuskie;2;1975;617;617;557;198;0;56;129;71;15;73;0;12;3;0
810021;Żagań, m.;żagański, pow.;lubuskie;14;21268;9572;9566;9117;4155;0;367;1788;1213;136;1316;0;97;45;0
810092;Żagań, gm.;żagański, pow.;lubuskie;7;5535;1990;1990;1850;605;0;216;300;262;34;408;0;18;7;0
811032;Brody, gm.;żarski, pow.;lubuskie;2;2769;845;845;754;328;0;57;167;94;19;68;0;6;15;0
811043;Jasień, gm.;żarski, pow.;lubuskie;4;5790;2083;2083;1903;856;0;130;444;263;19;163;0;18;10;0
811052;Lipinki Łużyckie, gm.;żarski, pow.;lubuskie;3;2591;856;854;811;355;0;83;173;90;18;75;0;13;4;0
811063;Lubsko, gm.;żarski, pow.;lubuskie;12;15441;5699;5696;5306;2229;0;314;1026;739;70;829;0;73;26;0
811011;Łęknica, m.;żarski, pow.;lubuskie;1;2018;735;735;689;335;0;26;131;111;13;63;0;7;3;0
811072;Przewóz, gm.;żarski, pow.;lubuskie;3;2541;883;883;804;313;0;62;232;78;7;98;0;5;9;0
811082;Trzebiel, gm.;żarski, pow.;lubuskie;5;4619;1575;1575;1445;583;0;196;331;162;16;131;0;15;11;0
811092;Tuplice, gm.;żarski, pow.;lubuskie;2;2630;861;861;794;375;0;82;123;104;5;85;0;14;6;0
811021;Żary, m.;żarski, pow.;lubuskie;22;31265;14709;14647;14023;6768;0;653;3185;1577;244;1382;0;159;55;0
811102;Żary, gm.;żarski, pow.;lubuskie;8;9397;3442;3442;3252;1385;0;299;914;284;47;259;0;47;17;0
861011;Gorzów Wielkopolski;Gorzów Wielkopolski;lubuskie;68;99037;50479;50313;48434;21729;0;1463;11422;5882;1028;5582;0;1113;215;0
862011;Zielona Góra;Zielona Góra;lubuskie;61;92950;52761;52670;51154;25046;0;2478;10247;6332;880;5145;0;810;216;0
1021022;Brzeziny, gm.;brzeziński, pow.;łódzkie;4;4266;1869;1869;1771;450;0;374;615;105;25;162;7;18;15;0
1021011;Brzeziny, m.;brzeziński, pow.;łódzkie;8;10189;4708;4705;4456;1815;0;172;1546;374;80;368;7;60;34;0
1021032;Dmosin, gm.;brzeziński, pow.;łódzkie;6;3798;1558;1558;1482;312;0;358;493;157;18;107;8;20;9;0
1021042;Jeżów, gm.;brzeziński, pow.;łódzkie;5;2849;1329;1329;1249;281;0;244;501;83;25;92;6;12;5;0
1021052;Rogów, gm.;brzeziński, pow.;łódzkie;5;3867;1714;1714;1618;464;0;210;571;119;24;122;9;21;78;0
1006022;Andrespol, gm.;łódzki wschodni, pow.;łódzkie;9;10109;5507;5506;5298;2054;0;215;1716;485;117;575;9;89;38;0
1006032;Brójce, gm.;łódzki wschodni, pow.;łódzkie;3;4681;2355;2353;2270;620;0;322;941;123;27;158;10;52;17;0
1006073;Koluszki, gm.;łódzki wschodni, pow.;łódzkie;18;18981;9893;9891;9484;3081;0;1528;3044;769;189;686;22;110;55;0
1006082;Nowosolna, gm.;łódzki wschodni, pow.;łódzkie;4;3377;1966;1966;1900;817;0;154;482;167;38;193;5;41;3;0
1006102;Rzgów, gm.;łódzki wschodni, pow.;łódzkie;7;7483;4062;4060;3866;1110;0;604;1364;283;95;292;12;89;17;0
1006113;Tuszyn, gm.;łódzki wschodni, pow.;łódzkie;10;9963;4584;4583;4387;1508;0;337;1566;462;117;267;14;92;24;0
1061011;Łódź;Łódź;łódzkie;400;589701;332753;332189;324482;159238;0;5232;77719;36077;7019;32047;481;5261;1408;0
1001011;Bełchatów, m.;bełchatowski, pow.;łódzkie;32;49348;25966;25954;24516;6511;163;972;11116;2350;0;2559;0;552;293;0
1001022;Bełchatów, gm.;bełchatowski, pow.;łódzkie;8;8234;4033;4032;3787;706;46;258;2122;273;0;273;0;79;30;0
1001032;Drużbice, gm.;bełchatowski, pow.;łódzkie;4;4097;1722;1721;1603;249;9;363;674;152;0;121;0;22;13;0
1001042;Kleszczów, gm.;bełchatowski, pow.;łódzkie;3;3692;1651;1651;1529;286;7;162;775;124;0;129;0;36;10;0
1001052;Kluki, gm.;bełchatowski, pow.;łódzkie;3;3298;1346;1346;1207;219;4;98;660;80;0;99;0;26;21;0
1001062;Rusiec, gm.;bełchatowski, pow.;łódzkie;5;4270;2117;2117;1928;287;12;409;810;168;0;162;0;32;48;0
1001072;Szczerców, gm.;bełchatowski, pow.;łódzkie;5;6337;2832;2830;2665;492;13;279;1288;287;0;211;0;45;50;0
1001083;Zelów, gm.;bełchatowski, pow.;łódzkie;10;12209;5512;5511;5118;1273;50;713;2162;417;0;379;0;86;38;0
1007012;Białaczów, gm.;opoczyński, pow.;łódzkie;5;4831;1883;1882;1744;280;4;499;777;96;0;69;0;8;11;0
1007023;Drzewica, gm.;opoczyński, pow.;łódzkie;10;8884;3979;3978;3706;549;28;669;1870;228;0;274;0;59;29;0
1007032;Mniszków, gm.;opoczyński, pow.;łódzkie;4;3789;1578;1578;1486;160;7;239;889;89;0;71;0;14;17;0
1007043;Opoczno, gm.;opoczyński, pow.;łódzkie;25;28448;14256;14254;13467;2727;73;2128;6323;995;0;896;0;192;133;0
1007052;Paradyż, gm.;opoczyński, pow.;łódzkie;4;3543;1677;1677;1538;117;15;305;927;76;0;77;0;14;7;0
1007062;Poświętne, gm.;opoczyński, pow.;łódzkie;4;2802;1345;1344;1283;130;10;378;606;84;0;58;0;14;3;0
1007072;Sławno, gm.;opoczyński, pow.;łódzkie;9;5968;2674;2672;2512;197;5;796;1249;127;0;95;0;30;13;0
1007082;Żarnów, gm.;opoczyński, pow.;łódzkie;6;5064;1932;1932;1837;257;7;297;986;126;0;136;0;12;16;0
1010012;Aleksandrów, gm.;piotrkowski, pow.;łódzkie;5;3718;1519;1519;1372;157;3;359;591;89;0;149;0;13;11;0
1010022;Czarnocin, gm.;piotrkowski, pow.;łódzkie;3;3246;1472;1472;1397;225;5;332;610;104;0;86;0;29;6;0
1010032;Gorzkowice, gm.;piotrkowski, pow.;łódzkie;9;6887;2861;2860;2646;360;24;253;1548;206;0;204;0;33;18;0
1010042;Grabica, gm.;piotrkowski, pow.;łódzkie;5;4796;1996;1995;1900;220;4;557;819;117;0;142;0;29;12;0
1010052;Łęki Szlacheckie, gm.;piotrkowski, pow.;łódzkie;3;2980;995;995;912;131;40;161;388;63;0;120;0;4;5;0
1010062;Moszczenica, gm.;piotrkowski, pow.;łódzkie;8;10195;4647;4644;4398;931;48;624;2106;332;0;269;0;62;26;0
1010072;Ręczno, gm.;piotrkowski, pow.;łódzkie;3;3071;1237;1237;1156;193;15;333;409;79;0;102;0;19;6;0
1010082;Rozprza, gm.;piotrkowski, pow.;łódzkie;9;9532;3610;3610;3313;628;19;602;1436;245;0;294;0;54;35;0
1010093;Sulejów, gm.;piotrkowski, pow.;łódzkie;10;12687;5906;5901;5491;1204;44;616;2315;527;0;655;0;91;39;0
1010102;Wola Krzysztoporska, gm.;piotrkowski, pow.;łódzkie;7;9095;4097;4096;3811;471;11;501;2190;234;0;302;0;54;48;0
1010112;Wolbórz, gm.;piotrkowski, pow.;łódzkie;6;6317;3249;3248;3072;644;28;665;1246;256;0;177;0;33;23;0
1012022;Dobryszyce, gm.;radomszczański, pow.;łódzkie;3;3369;1410;1410;1302;313;8;224;463;150;0;114;0;25;5;0
1012032;Gidle, gm.;radomszczański, pow.;łódzkie;5;5300;2003;2002;1863;361;35;481;580;198;0;163;0;34;11;0
1012042;Gomunice, gm.;radomszczański, pow.;łódzkie;5;4768;2177;2176;1987;380;6;324;847;187;0;175;0;46;22;0
1012053;Kamieńsk, gm.;radomszczański, pow.;łódzkie;4;4896;2232;2231;2067;338;14;287;1073;164;0;158;0;24;9;0
1012062;Kobiele Wielkie, gm.;radomszczański, pow.;łódzkie;4;3577;1384;1384;1317;191;6;345;357;126;0;257;0;31;4;0
1012072;Kodrąb, gm.;radomszczański, pow.;łódzkie;4;3927;1419;1419;1297;206;13;362;514;86;0;93;0;20;3;0
1012082;Lgota Wielka, gm.;radomszczański, pow.;łódzkie;3;3512;1351;1351;1233;211;9;258;506;116;0;104;0;21;8;0
1012092;Ładzice, gm.;radomszczański, pow.;łódzkie;5;3827;1364;1363;1271;336;8;262;443;109;0;97;0;11;5;0
1012102;Masłowice, gm.;radomszczański, pow.;łódzkie;4;3570;1177;1176;1101;155;3;294;383;77;0;161;0;21;7;0
1012113;Przedbórz, gm.;radomszczański, pow.;łódzkie;7;6167;2544;2543;2320;351;10;467;885;131;0;425;0;41;10;0
1012011;Radomsko, m.;radomszczański, pow.;łódzkie;27;39447;18345;18330;17432;5770;224;2180;5379;1682;0;1610;0;521;66;0
1012122;Radomsko, gm.;radomszczański, pow.;łódzkie;5;4510;1769;1769;1584;356;18;291;586;154;0;127;0;48;4;0
1012132;Wielgomłyny, gm.;radomszczański, pow.;łódzkie;5;3990;1406;1405;1314;106;3;541;380;137;0;116;0;21;10;0
1012142;Żytno, gm.;radomszczański, pow.;łódzkie;4;4574;1578;1578;1405;225;6;327;520;128;0;116;0;73;10;0
1013023;Biała Rawska, gm.;rawski, pow.;łódzkie;7;9378;3511;3511;3261;526;59;945;1205;262;0;217;0;38;9;0
1013032;Cielądz, gm.;rawski, pow.;łódzkie;3;3301;1282;1282;1181;139;13;372;511;67;0;63;0;13;3;0
1013011;Rawa Mazowiecka, m.;rawski, pow.;łódzkie;10;14672;7273;7224;6874;2092;189;772;2425;678;0;537;0;142;39;0
1013042;Rawa Mazowiecka, gm.;rawski, pow.;łódzkie;5;6883;2666;2664;2484;359;41;730;1046;152;0;122;0;25;9;0
1013052;Regnów, gm.;rawski, pow.;łódzkie;1;1498;621;620;565;40;1;241;216;32;0;26;0;7;2;0
1013062;Sadkowice, gm.;rawski, pow.;łódzkie;4;4612;1518;1518;1415;147;7;586;494;93;0;65;0;20;3;0
1015012;Bolimów, gm.;skierniewicki, pow.;łódzkie;4;3261;1314;1314;1197;281;8;313;401;95;0;69;0;24;6;0
1015022;Głuchów, gm.;skierniewicki, pow.;łódzkie;4;4749;2715;2715;2551;173;21;837;1307;92;0;71;0;40;10;0
1015032;Godzianów, gm.;skierniewicki, pow.;łódzkie;1;2098;978;978;898;88;4;256;420;70;0;45;0;9;6;0
1015042;Kowiesy, gm.;skierniewicki, pow.;łódzkie;4;2454;972;972;910;146;4;297;323;65;0;52;0;16;7;0
1015052;Lipce Reymontowskie, gm.;skierniewicki, pow.;łódzkie;3;2691;1170;1170;1095;190;3;299;423;82;0;70;0;14;14;0
