teryt;community_name;county_name;voivodship_name;number_of_commissions;eligible_voters;cards_given_out;valid_cards;valid_votes;Komitet Wyborczy Platforma Obywatelska RP;Komitet Wyborczy Prawica;Komitet Wyborczy Polskie Stronnictwo Ludowe;Komitet Wyborczy Prawo i Sprawiedliwość;Komitet Wyborczy Ruch Palikota;Komitet Wyborczy Nowa Prawica - Janusza Korwin-Mikke;Komitet Wyborczy Sojusz Lewicy Demokratycznej;Komitet Wyborczy Nasz Dom Polska-Samoobrona Andrzeja Leppera;Komitet Wyborczy Polska Jest Najważniejsza;Komitet Wyborczy Polska Partia Pracy - Sierpień 80;Komitet Wyborczy Wyborców Mniejszość Niemiecka
413013;Kamień Krajeński, gm.;sępoleński, pow.;kujawsko-pomorskie;5;5481;1973;1973;1826;715;0;270;347;198;76;159;0;38;23;0
413023;Sępólno Krajeńskie, gm.;sępoleński, pow.;kujawsko-pomorskie;10;12680;5251;5251;4948;2093;0;633;1000;582;68;457;0;84;31;0
413032;Sośno, gm.;sępoleński, pow.;kujawsko-pomorskie;5;4099;1441;1440;1278;295;0;397;243;112;11;190;0;17;13;0
413043;Więcbork, gm.;sępoleński, pow.;kujawsko-pomorskie;10;10418;4213;4210;3934;1478;0;601;1074;319;56;333;0;44;29;0
414012;Bukowiec, gm.;świecki, pow.;kujawsko-pomorskie;4;3986;1401;1401;1274;379;0;297;289;139;11;101;0;40;18;0
414022;Dragacz, gm.;świecki, pow.;kujawsko-pomorskie;6;5592;2066;2068;1924;732;0;191;342;230;31;357;0;29;12;0
414032;Drzycim, gm.;świecki, pow.;kujawsko-pomorskie;4;3966;1447;1447;1321;411;0;296;281;141;19;134;0;31;8;0
414042;Jeżewo, gm.;świecki, pow.;kujawsko-pomorskie;4;6141;2386;2386;2198;822;0;256;590;231;28;214;0;46;11;0
414052;Lniano, gm.;świecki, pow.;kujawsko-pomorskie;4;3256;1405;1405;1299;344;0;373;309;131;11;83;0;37;11;0
414063;Nowe, gm.;świecki, pow.;kujawsko-pomorskie;10;8631;2997;2968;2809;1292;0;344;542;237;111;216;0;40;27;0
414072;Osie, gm.;świecki, pow.;kujawsko-pomorskie;4;4249;1687;1687;1551;570;0;343;306;120;23;156;0;20;13;0
414082;Pruszcz, gm.;świecki, pow.;kujawsko-pomorskie;7;7400;3163;3164;2925;1039;0;675;574;325;40;205;0;45;22;0
414093;Świecie, gm.;świecki, pow.;kujawsko-pomorskie;20;26690;12193;12189;11361;5127;0;1188;2234;1285;130;1107;0;224;66;0
414102;Świekatowo, gm.;świecki, pow.;kujawsko-pomorskie;2;2776;1157;1156;1035;220;0;438;194;81;27;55;0;13;7;0
414112;Warlubie, gm.;świecki, pow.;kujawsko-pomorskie;5;5139;1653;1653;1532;424;0;362;333;136;88;167;0;17;5;0
416012;Cekcyn, gm.;tucholski, pow.;kujawsko-pomorskie;4;5168;2175;2175;1959;743;0;387;417;168;13;190;0;26;15;0
416022;Gostycyn, gm.;tucholski, pow.;kujawsko-pomorskie;5;4130;1776;1776;1603;578;0;279;381;165;20;139;0;24;17;0
416032;Kęsowo, gm.;tucholski, pow.;kujawsko-pomorskie;3;3523;1273;1273;1152;345;0;243;269;131;18;100;0;35;11;0
416042;Lubiewo, gm.;tucholski, pow.;kujawsko-pomorskie;5;4462;1935;1935;1784;602;0;399;457;125;9;161;0;20;11;0
416052;Śliwice, gm.;tucholski, pow.;kujawsko-pomorskie;4;4308;1833;1833;1694;545;0;344;482;112;28;150;0;20;13;0
416063;Tuchola, gm.;tucholski, pow.;kujawsko-pomorskie;17;16021;7428;7409;6990;2926;0;684;1621;483;116;1034;0;90;36;0
419013;Barcin, gm.;żniński, pow.;kujawsko-pomorskie;8;11703;4945;4944;4606;2130;0;316;733;678;62;572;0;81;34;0
419022;Gąsawa, gm.;żniński, pow.;kujawsko-pomorskie;4;4220;1843;1842;1691;422;0;287;437;172;15;321;0;29;8;0
419033;Janowiec Wielkopolski, gm.;żniński, pow.;kujawsko-pomorskie;10;7498;2952;2952;2724;709;0;395;475;287;27;775;0;39;17;0
419043;Łabiszyn, gm.;żniński, pow.;kujawsko-pomorskie;8;7511;2955;2955;2700;1004;0;326;604;377;36;281;0;45;27;0
419052;Rogowo, gm.;żniński, pow.;kujawsko-pomorskie;6;5516;2399;2398;2187;505;0;724;398;214;18;297;0;19;12;0
419063;Żnin, gm.;żniński, pow.;kujawsko-pomorskie;20;19734;9201;9199;8543;3477;0;1073;1826;781;106;1122;0;115;43;0
461011;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie;203;287027;160730;160406;155507;73898;0;4542;37416;19549;2865;13296;0;3185;756;0
401042;Aleksandrów Kujawski, gm.;aleksandrowski, pow.;kujawsko-pomorskie;7;8753;3144;3143;2902;914;0;435;834;328;38;279;0;52;22;0
401011;Aleksandrów Kujawski, m.;aleksandrowski, pow.;kujawsko-pomorskie;7;10080;4351;4352;4093;1727;0;285;924;491;40;535;0;62;29;0
401052;Bądkowo, gm.;aleksandrowski, pow.;kujawsko-pomorskie;4;3619;1373;1373;1262;245;0;242;400;170;9;170;0;14;12;0
401021;Ciechocinek, m.;aleksandrowski, pow.;kujawsko-pomorskie;7;10378;6579;6555;6341;2913;0;232;1766;624;101;576;0;105;24;0
401062;Koneck, gm.;aleksandrowski, pow.;kujawsko-pomorskie;4;2708;899;899;844;182;0;126;339;91;4;89;0;9;4;0
401031;Nieszawa, m.;aleksandrowski, pow.;kujawsko-pomorskie;1;1658;795;795;747;312;0;47;150;100;9;107;0;14;8;0
401072;Raciążek, gm.;aleksandrowski, pow.;kujawsko-pomorskie;3;2537;1116;1115;1036;351;0;83;312;135;14;119;0;11;11;0
401082;Waganiec, gm.;aleksandrowski, pow.;kujawsko-pomorskie;6;3575;1291;1291;1191;312;0;180;375;147;9;138;0;25;5;0
401092;Zakrzewo, gm.;aleksandrowski, pow.;kujawsko-pomorskie;4;2972;1102;1101;1023;220;0;277;251;128;14;96;0;25;12;0
402062;Bartniczka, gm.;brodnicki, pow.;kujawsko-pomorskie;3;3650;1425;1425;1311;251;0;425;428;93;18;73;0;16;7;0
402022;Bobrowo, gm.;brodnicki, pow.;kujawsko-pomorskie;6;4990;1811;1811;1684;382;0;451;503;159;14;143;0;15;17;0
402011;Brodnica, m.;brodnicki, pow.;kujawsko-pomorskie;16;21723;10276;10247;9893;4369;0;912;2556;928;111;825;0;142;50;0
402032;Brodnica, gm.;brodnicki, pow.;kujawsko-pomorskie;6;5643;2245;2245;2126;687;0;481;556;192;29;141;0;33;7;0
402042;Brzozie, gm.;brodnicki, pow.;kujawsko-pomorskie;3;2913;1217;1216;1114;237;0;286;410;85;22;55;0;15;4;0
402053;Górzno, gm.;brodnicki, pow.;kujawsko-pomorskie;4;3188;1286;1248;1179;195;0;350;488;76;11;51;0;5;3;0
402073;Jabłonowo Pomorskie, gm.;brodnicki, pow.;kujawsko-pomorskie;6;7206;2776;2776;2553;764;0;577;704;234;25;201;0;32;16;0
402082;Osiek, gm.;brodnicki, pow.;kujawsko-pomorskie;2;3199;1085;1085;1002;188;0;308;317;71;7;81;0;22;8;0
402092;Świedziebnia, gm.;brodnicki, pow.;kujawsko-pomorskie;4;4074;1710;1710;1615;95;0;1055;366;47;3;37;0;7;5;0
402102;Zbiczno, gm.;brodnicki, pow.;kujawsko-pomorskie;4;3748;1563;1524;1452;426;0;434;301;133;22;111;0;17;8;0
404011;Chełmno, m.;chełmiński, pow.;kujawsko-pomorskie;18;16048;7448;7446;7062;3333;0;295;1643;755;127;782;0;94;33;0
404022;Chełmno, gm.;chełmiński, pow.;kujawsko-pomorskie;4;4145;1417;1417;1310;438;0;230;281;110;20;213;0;15;3;0
404032;Kijewo Królewskie, gm.;chełmiński, pow.;kujawsko-pomorskie;4;3428;1315;1315;1229;446;0;198;315;115;18;119;0;13;5;0
404042;Lisewo, gm.;chełmiński, pow.;kujawsko-pomorskie;4;4071;1456;1454;1365;438;0;245;326;147;8;172;0;23;6;0
404052;Papowo Biskupie, gm.;chełmiński, pow.;kujawsko-pomorskie;5;3473;1193;1193;1110;348;0;196;247;130;15;145;0;22;7;0
404062;Stolno, gm.;chełmiński, pow.;kujawsko-pomorskie;3;4007;1371;1371;1272;391;0;191;395;120;15;133;0;17;10;0
404072;Unisław, gm.;chełmiński, pow.;kujawsko-pomorskie;4;5419;2150;2149;2034;897;0;162;501;222;23;178;0;33;18;0
405022;Ciechocin, gm.;golubsko-dobrzyński, pow.;kujawsko-pomorskie;2;3095;1204;1204;1122;205;0;255;430;110;13;83;0;19;7;0
405032;Golub-Dobrzyń, gm.;golubsko-dobrzyński, pow.;kujawsko-pomorskie;5;6651;2230;2230;2104;576;0;359;678;227;16;196;0;42;10;0
405011;Golub-Dobrzyń, m.;golubsko-dobrzyński, pow.;kujawsko-pomorskie;7;10096;4378;4347;4141;1594;0;242;1182;476;67;482;0;81;17;0
405043;Kowalewo Pomorskie, gm.;golubsko-dobrzyński, pow.;kujawsko-pomorskie;8;9124;3735;3735;3517;1078;0;526;874;452;39;424;0;93;31;0
405052;Radomin, gm.;golubsko-dobrzyński, pow.;kujawsko-pomorskie;3;3250;1164;1164;1087;160;0;259;388;83;10;133;0;52;2;0
405062;Zbójno, gm.;golubsko-dobrzyński, pow.;kujawsko-pomorskie;3;3478;1175;1174;1093;202;0;235;375;113;4;116;0;40;8;0
406012;Grudziądz, gm.;grudziądzki, pow.;kujawsko-pomorskie;10;8983;3637;3636;3444;1384;0;436;817;389;85;186;0;32;115;0
406022;Gruta, gm.;grudziądzki, pow.;kujawsko-pomorskie;6;5214;1747;1747;1627;525;0;278;399;181;23;144;0;27;50;0
406033;Łasin, gm.;grudziądzki, pow.;kujawsko-pomorskie;7;6581;2416;2412;2258;793;0;286;570;154;39;319;0;30;67;0
406043;Radzyń Chełmiński, gm.;grudziądzki, pow.;kujawsko-pomorskie;5;3826;1194;1194;1117;315;0;182;339;130;11;98;0;18;24;0
406052;Rogóźno, gm.;grudziądzki, pow.;kujawsko-pomorskie;3;3213;1000;1000;932;278;0;195;260;84;12;67;0;12;24;0
406062;Świecie nad Osą, gm.;grudziądzki, pow.;kujawsko-pomorskie;3;3367;944;944;829;233;0;152;235;76;18;82;0;19;14;0
408022;Bobrowniki, gm.;lipnowski, pow.;kujawsko-pomorskie;3;2406;912;912;833;268;0;208;205;79;2;58;0;7;6;0
408032;Chrostkowo, gm.;lipnowski, pow.;kujawsko-pomorskie;3;2429;646;646;606;91;0;202;212;38;5;42;0;10;6;0
408043;Dobrzyń nad Wisłą, gm.;lipnowski, pow.;kujawsko-pomorskie;8;6415;2162;2162;1992;526;0;423;587;177;40;202;0;22;15;0
408052;Kikół, gm.;lipnowski, pow.;kujawsko-pomorskie;5;5682;2059;2059;1918;337;0;800;486;126;18;125;0;17;9;0
408062;Lipno, gm.;lipnowski, pow.;kujawsko-pomorskie;8;8978;2815;2815;2642;604;0;809;690;263;18;219;0;32;7;0
408011;Lipno, m.;lipnowski, pow.;kujawsko-pomorskie;10;11679;4843;4843;4523;1643;0;456;1357;493;67;424;0;63;20;0
408073;Skępe, gm.;lipnowski, pow.;kujawsko-pomorskie;6;6039;2320;2319;2178;933;0;275;543;239;25;136;0;22;5;0
408082;Tłuchowo, gm.;lipnowski, pow.;kujawsko-pomorskie;4;3640;1213;1213;1116;189;0;266;321;99;20;202;0;15;4;0
408092;Wielgie, gm.;lipnowski, pow.;kujawsko-pomorskie;6;5196;1657;1657;1499;345;0;375;385;106;10;252;0;22;4;0
411022;Bytoń, gm.;radziejowski, pow.;kujawsko-pomorskie;4;3039;1003;1003;931;155;0;215;301;104;27;102;0;23;4;0
411032;Dobre, gm.;radziejowski, pow.;kujawsko-pomorskie;6;4531;1558;1558;1408;305;0;328;414;123;10;194;0;16;18;0
411042;Osięciny, gm.;radziejowski, pow.;kujawsko-pomorskie;5;6578;2139;2139;1993;478;0;332;623;234;27;268;0;15;16;0
411053;Piotrków Kujawski, gm.;radziejowski, pow.;kujawsko-pomorskie;11;7663;2576;2576;2363;521;0;305;825;217;39;392;0;54;10;0
411062;Radziejów, gm.;radziejowski, pow.;kujawsko-pomorskie;6;3607;1265;1265;1181;240;0;263;436;105;16;98;0;18;5;0
411011;Radziejów, m.;radziejowski, pow.;kujawsko-pomorskie;4;4937;2219;2219;2074;807;0;145;587;228;24;240;0;32;11;0
411072;Topólka, gm.;radziejowski, pow.;kujawsko-pomorskie;6;4109;1450;1450;1323;319;0;317;332;121;9;194;0;17;14;0
412022;Brzuze, gm.;rypiński, pow.;kujawsko-pomorskie;5;4312;1409;1409;1301;323;0;302;338;188;10;95;0;30;15;0
412032;Rogowo, gm.;rypiński, pow.;kujawsko-pomorskie;5;3854;1134;1134;1041;199;0;287;384;70;3;83;0;13;2;0
412011;Rypin, m.;rypiński, pow.;kujawsko-pomorskie;10;13399;5973;5950;5687;2265;0;512;1655;593;74;437;0;127;24;0
412042;Rypin, gm.;rypiński, pow.;kujawsko-pomorskie;6;5829;1628;1628;1566;336;0;516;425;127;21;101;0;29;11;0
412052;Skrwilno, gm.;rypiński, pow.;kujawsko-pomorskie;4;4888;1680;1678;1562;215;0;532;616;86;18;68;0;18;9;0
412062;Wąpielsk, gm.;rypiński, pow.;kujawsko-pomorskie;4;3299;924;925;870;179;0;234;282;72;8;78;0;16;1;0
415022;Chełmża, gm.;toruński, pow.;kujawsko-pomorskie;10;7508;2543;2542;2292;603;0;509;684;198;29;224;0;30;15;0
415011;Chełmża, m.;toruński, pow.;kujawsko-pomorskie;7;11775;4983;4983;4671;1889;0;415;1437;406;67;366;0;62;29;0
415032;Czernikowo, gm.;toruński, pow.;kujawsko-pomorskie;5;6819;2308;2308;2163;953;0;202;544;240;25;154;0;36;9;0
415042;Lubicz, gm.;toruński, pow.;kujawsko-pomorskie;11;13992;6682;6679;6414;2635;0;373;1929;677;137;508;0;134;21;0
415052;Łubianka, gm.;toruński, pow.;kujawsko-pomorskie;4;4760;2139;2139;2011;596;0;359;569;230;20;169;0;61;7;0
415062;Łysomice, gm.;toruński, pow.;kujawsko-pomorskie;5;7052;3058;3057;2922;1224;0;200;742;309;37;299;0;98;13;0
415072;Obrowo, gm.;toruński, pow.;kujawsko-pomorskie;6;9611;4347;4310;4130;1574;0;638;1035;380;56;347;0;74;26;0
415082;Wielka Nieszawka, gm.;toruński, pow.;kujawsko-pomorskie;4;3512;1752;1743;1655;771;0;87;378;177;39;152;0;44;7;0
415092;Zławieś Wielka, gm.;toruński, pow.;kujawsko-pomorskie;6;9482;4131;4125;3925;1616;0;433;876;403;73;372;0;134;18;0
417022;Dębowa Łąka, gm.;wąbrzeski, pow.;kujawsko-pomorskie;2;2538;931;931;868;205;0;240;236;77;15;74;0;19;2;0
417032;Książki, gm.;wąbrzeski, pow.;kujawsko-pomorskie;3;3372;1223;1223;1173;325;0;220;316;161;23;97;0;20;11;0
417042;Płużnica, gm.;wąbrzeski, pow.;kujawsko-pomorskie;3;3921;1240;1240;1172;363;0;279;253;151;4;101;0;15;6;0
417011;Wąbrzeźno, m.;wąbrzeski, pow.;kujawsko-pomorskie;8;11206;4885;4882;4589;2239;0;206;843;523;79;626;0;56;17;0
417052;Wąbrzeźno, gm.;wąbrzeski, pow.;kujawsko-pomorskie;6;6763;2150;2150;2008;621;0;403;451;282;30;182;0;27;12;0
418022;Baruchowo, gm.;włocławski, pow.;kujawsko-pomorskie;4;2869;1025;1024;957;239;0;224;220;136;13;89;0;18;18;0
418032;Boniewo, gm.;włocławski, pow.;kujawsko-pomorskie;4;2839;917;917;845;158;0;324;211;65;9;60;0;13;5;0
418043;Brześć Kujawski, gm.;włocławski, pow.;kujawsko-pomorskie;8;9270;3349;3349;3130;1048;0;333;796;427;45;442;0;28;11;0
418052;Choceń, gm.;włocławski, pow.;kujawsko-pomorskie;8;6536;2063;2062;1910;565;0;391;442;197;21;240;0;26;28;0
418063;Chodecz, gm.;włocławski, pow.;kujawsko-pomorskie;6;5152;1651;1647;1549;410;0;202;489;210;19;180;0;18;21;0
418072;Fabianki, gm.;włocławski, pow.;kujawsko-pomorskie;4;7354;2687;2612;2544;1004;0;234;560;355;37;304;0;44;6;0
418083;Izbica Kujawska, gm.;włocławski, pow.;kujawsko-pomorskie;6;6260;1971;1970;1807;317;0;384;706;127;13;206;0;31;23;0
418011;Kowal, m.;włocławski, pow.;kujawsko-pomorskie;3;2892;1299;1298;1202;425;0;88;344;173;11;125;0;13;23;0
418092;Kowal, gm.;włocławski, pow.;kujawsko-pomorskie;4;3221;1114;1114;998;225;0;195;328;103;1;86;0;9;51;0
418102;Lubanie, gm.;włocławski, pow.;kujawsko-pomorskie;4;3744;1292;1292;1182;316;0;105;411;171;13;144;0;15;7;0
418113;Lubień Kujawski, gm.;włocławski, pow.;kujawsko-pomorskie;10;6131;1905;1905;1757;403;0;327;599;186;14;192;0;24;12;0
418123;Lubraniec, gm.;włocławski, pow.;kujawsko-pomorskie;7;8166;3226;3226;2977;971;0;531;873;200;20;326;0;37;19;0
418132;Włocławek, gm.;włocławski, pow.;kujawsko-pomorskie;6;5513;2074;2072;1918;624;0;306;428;226;51;198;0;37;48;0
462011;Grudziądz;Grudziądz;kujawsko-pomorskie;54;78001;36247;36222;34848;18574;0;1064;7367;3785;604;2802;0;412;240;0
463011;Toruń;Toruń;kujawsko-pomorskie;126;159935;89290;89174;87029;41367;0;2468;22556;8858;1830;7827;0;1789;334;0
464011;Włocławek;Włocławek;kujawsko-pomorskie;61;94381;46270;46231;44391;18739;0;1493;10187;6114;544;6452;0;642;220;0
605012;Batorz, gm.;janowski, pow.;lubelskie;4;2791;1348;1348;1298;48;4;378;691;65;16;66;0;26;4;0
605022;Chrzanów, gm.;janowski, pow.;lubelskie;4;2507;1312;1309;1271;22;3;411;691;35;18;73;0;17;1;0
605032;Dzwola, gm.;janowski, pow.;lubelskie;5;5338;2612;2612;2499;82;4;513;1608;87;26;130;0;43;6;0
605042;Godziszów, gm.;janowski, pow.;lubelskie;5;4866;3004;3004;2895;61;4;406;1950;68;9;214;0;180;3;0
605053;Janów Lubelski, gm.;janowski, pow.;lubelskie;11;13326;6891;6858;6644;924;14;610;3671;414;100;683;0;212;16;0
605062;Modliborzyce, gm.;janowski, pow.;lubelskie;6;5869;2485;2482;2373;230;8;402;1236;204;24;192;0;67;10;0
605072;Potok Wielki, gm.;janowski, pow.;lubelskie;3;3879;1471;1471;1388;112;4;260;698;119;14;152;0;23;6;0
607023;Annopol, gm.;kraśnicki, pow.;lubelskie;10;7366;2880;2879;2659;564;8;389;1127;276;28;203;0;47;17;0
607032;Dzierzkowice, gm.;kraśnicki, pow.;lubelskie;6;4359;1876;1876;1776;219;8;404;864;135;22;82;0;30;12;0
607042;Gościeradów, gm.;kraśnicki, pow.;lubelskie;8;5814;2071;2071;1920;259;4;411;904;169;7;132;0;27;7;0
607052;Kraśnik, gm.;kraśnicki, pow.;lubelskie;5;5764;2653;2648;2522;429;4;331;1333;225;20;122;0;50;8;0
607011;Kraśnik, m.;kraśnicki, pow.;lubelskie;23;29902;15582;15577;14881;5102;44;814;5966;1633;219;782;0;251;70;0
607062;Szastarka, gm.;kraśnicki, pow.;lubelskie;5;4888;2025;2024;1925;148;4;246;1221;137;17;127;0;19;6;0
607072;Trzydnik Duży, gm.;kraśnicki, pow.;lubelskie;9;5481;2147;2147;2044;221;3;625;806;212;22;120;0;21;14;0
607082;Urzędów, gm.;kraśnicki, pow.;lubelskie;8;7000;3154;3153;2944;302;34;752;1448;200;36;83;0;71;18;0
607092;Wilkołaz, gm.;kraśnicki, pow.;lubelskie;4;4379;2189;2188;2111;172;4;360;1278;141;35;61;0;55;5;0
607102;Zakrzówek, gm.;kraśnicki, pow.;lubelskie;6;5610;2371;2333;2260;272;7;411;1178;217;21;104;0;36;14;0
608022;Abramów, gm.;lubartowski, pow.;lubelskie;7;3445;1506;1506;1415;77;2;423;682;110;17;74;0;21;9;0
608032;Firlej, gm.;lubartowski, pow.;lubelskie;8;4778;1788;1788;1653;271;8;463;511;192;20;132;0;48;8;0
608042;Jeziorzany, gm.;lubartowski, pow.;lubelskie;3;2464;902;902;832;78;8;217;363;78;6;56;0;22;4;0
608052;Kamionka, gm.;lubartowski, pow.;lubelskie;9;5121;2055;2055;1912;272;4;461;729;274;26;100;0;34;12;0
608063;Kock, gm.;lubartowski, pow.;lubelskie;8;5456;2240;2215;2117;327;6;578;874;163;25;92;0;40;12;0
608072;Lubartów, gm.;lubartowski, pow.;lubelskie;11;8343;3756;3756;3579;661;14;764;1393;438;53;159;0;77;20;0
608011;Lubartów, m.;lubartowski, pow.;lubelskie;12;18383;9759;9756;9381;2794;29;1252;2851;1417;211;536;0;246;45;0
608082;Michów, gm.;lubartowski, pow.;lubelskie;6;5106;2071;2066;1940;194;5;643;795;174;11;79;0;25;14;0
608092;Niedźwiada, gm.;lubartowski, pow.;lubelskie;6;5062;2176;2171;2049;193;8;583;898;218;23;68;0;40;18;0
608112;Ostrówek, gm.;lubartowski, pow.;lubelskie;5;3261;1190;1190;1137;122;4;349;472;92;20;58;0;19;1;0
608103;Ostrów Lubelski, gm.;lubartowski, pow.;lubelskie;4;4394;1967;1966;1868;201;11;509;805;190;28;74;0;39;11;0
608122;Serniki, gm.;lubartowski, pow.;lubelskie;4;3882;1756;1756;1617;162;10;350;778;165;28;69;0;42;13;0
608132;Uścimów, gm.;lubartowski, pow.;lubelskie;3;2712;1132;1132;1077;100;1;394;392;106;13;43;0;27;1;0
609013;Bełżyce, gm.;lubelski, pow.;lubelskie;11;10895;5010;4986;4776;694;12;1007;2099;550;85;210;0;96;23;0
609022;Borzechów, gm.;lubelski, pow.;lubelskie;6;3186;1606;1606;1528;76;6;432;874;92;12;21;0;7;8;0
609033;Bychawa, gm.;lubelski, pow.;lubelskie;14;9771;4018;4017;3773;493;10;761;1482;363;63;500;0;55;46;0
609042;Garbów, gm.;lubelski, pow.;lubelskie;8;7101;3078;3078;2921;474;48;629;1181;365;58;88;0;64;14;0
609052;Głusk, gm.;lubelski, pow.;lubelskie;5;6666;3384;3383;3252;759;8;528;1317;352;60;129;0;90;9;0
609062;Jabłonna, gm.;lubelski, pow.;lubelskie;6;6184;2334;2334;2213;353;21;453;839;352;36;102;0;44;13;0
609072;Jastków, gm.;lubelski, pow.;lubelskie;8;10014;5185;5184;4969;1097;23;767;2107;538;108;143;0;169;17;0
609082;Konopnica, gm.;lubelski, pow.;lubelskie;6;9662;5184;5179;5015;1286;9;1237;1491;590;91;149;0;143;19;0
609092;Krzczonów, gm.;lubelski, pow.;lubelskie;6;4067;1509;1509;1421;154;5;453;513;167;18;74;0;23;14;0
609102;Niedrzwica Duża, gm.;lubelski, pow.;lubelskie;9;8784;4354;4352;4138;663;14;795;1886;445;81;142;0;93;19;0
609112;Niemce, gm.;lubelski, pow.;lubelskie;9;13635;6701;6698;6413;1173;14;1678;2122;716;134;394;0;151;31;0
609122;Strzyżewice, gm.;lubelski, pow.;lubelskie;7;6027;2529;2527;2421;352;2;547;1023;247;45;141;0;52;12;0
609132;Wojciechów, gm.;lubelski, pow.;lubelskie;5;4756;1798;1798;1710;225;9;437;701;182;31;66;0;50;9;0
609142;Wólka, gm.;lubelski, pow.;lubelskie;9;7690;3857;3853;3700;904;10;421;1578;481;67;132;0;89;18;0
609152;Wysokie, gm.;lubelski, pow.;lubelskie;6;3997;1597;1594;1510;93;2;559;623;115;17;71;0;22;8;0
609162;Zakrzew, gm.;lubelski, pow.;lubelskie;4;2654;1009;1009;949;50;0;350;427;63;4;45;0;7;3;0
610012;Cyców, gm.;łęczyński, pow.;lubelskie;11;6051;2263;2262;2134;333;7;340;814;291;28;249;0;56;16;0
610022;Ludwin, gm.;łęczyński, pow.;lubelskie;3;4051;1559;1559;1442;212;15;314;570;203;12;68;0;34;14;0
610033;Łęczna, gm.;łęczyński, pow.;lubelskie;15;19666;9461;9461;9064;2161;38;785;3405;1599;253;477;0;297;49;0
610042;Milejów, gm.;łęczyński, pow.;lubelskie;9;7379;2611;2611;2433;454;8;498;860;392;33;123;0;49;16;0
610052;Puchaczów, gm.;łęczyński, pow.;lubelskie;4;4145;1712;1711;1636;205;3;327;745;196;19;95;0;35;11;0
610062;Spiczyn, gm.;łęczyński, pow.;lubelskie;5;4255;1726;1726;1619;277;12;308;616;235;34;82;0;42;13;0
611032;Adamów, gm.;łukowski, pow.;lubelskie;7;4686;1895;1894;1778;344;10;289;762;123;14;186;0;36;14;0
611042;Krzywda, gm.;łukowski, pow.;lubelskie;8;8192;3039;3039;2762;429;18;541;1208;190;24;266;0;66;20;0
611052;Łuków, gm.;łukowski, pow.;lubelskie;15;13029;5541;5539;5250;756;41;574;2557;241;40;911;0;112;18;0
611011;Łuków, m.;łukowski, pow.;lubelskie;14;24626;12733;12722;12261;3468;108;751;4402;787;168;2335;0;185;57;0
611062;Serokomla, gm.;łukowski, pow.;lubelskie;5;3430;1165;1164;1080;141;5;263;486;67;14;87;0;14;3;0
611072;Stanin, gm.;łukowski, pow.;lubelskie;9;7613;3568;3566;3321;275;13;1694;979;120;15;173;0;32;20;0
611021;Stoczek Łukowski, m.;łukowski, pow.;lubelskie;1;2177;1142;1135;1084;358;5;111;408;81;13;76;0;26;6;0
611082;Stoczek Łukowski, gm.;łukowski, pow.;lubelskie;10;6694;2831;2829;2638;242;15;772;1255;154;9;135;0;47;9;0
611092;Trzebieszów, gm.;łukowski, pow.;lubelskie;7;5868;2774;2774;2653;216;12;771;1412;79;15;88;0;47;13;0
611102;Wojcieszków, gm.;łukowski, pow.;lubelskie;7;5579;2123;2123;1922;298;18;449;816;105;14;161;0;46;15;0
611112;Wola Mysłowska, gm.;łukowski, pow.;lubelskie;4;4123;1587;1585;1469;147;13;406;631;114;13;114;0;27;4;0
612012;Chodel, gm.;opolski, pow.;lubelskie;5;5375;2150;2150;1999;157;6;316;1139;136;13;183;0;35;14;0
612022;Józefów nad Wisłą, gm.;opolski, pow.;lubelskie;6;5694;1905;1903;1795;251;7;380;650;244;18;187;0;36;22;0
612032;Karczmiska, gm.;opolski, pow.;lubelskie;6;4792;1742;1742;1621;211;5;528;564;137;23;119;0;26;8;0
612042;Łaziska, gm.;opolski, pow.;lubelskie;6;4202;1515;1515;1424;132;4;469;470;142;13;170;0;14;10;0
612053;Opole Lubelskie, gm.;opolski, pow.;lubelskie;17;15158;6040;6002;5695;1336;20;667;1929;811;74;741;0;91;26;0
612063;Poniatowa, gm.;opolski, pow.;lubelskie;12;12359;5264;5261;5026;1123;12;659;1862;666;84;458;0;126;36;0
612072;Wilków, gm.;opolski, pow.;lubelskie;8;3902;1650;1650;1521;99;6;395;543;97;8;345;0;25;3;0
614022;Baranów, gm.;puławski, pow.;lubelskie;4;3447;1485;1484;1392;165;4;476;468;135;18;98;0;22;6;0
614032;Janowiec, gm.;puławski, pow.;lubelskie;2;3103;1326;1323;1271;389;4;144;491;134;23;56;0;19;11;0
614043;Kazimierz Dolny, gm.;puławski, pow.;lubelskie;5;5883;2654;2652;2537;715;11;263;1010;276;62;144;0;44;12;0
614052;Końskowola, gm.;puławski, pow.;lubelskie;8;7360;3435;3434;3271;670;14;645;1275;354;71;167;0;65;10;0
614062;Kurów, gm.;puławski, pow.;lubelskie;5;6403;2858;2857;2765;461;56;373;1284;334;60;123;0;61;13;0
614072;Markuszów, gm.;puławski, pow.;lubelskie;3;2476;1162;1162;1104;173;9;172;512;108;19;81;0;22;8;0
614083;Nałęczów, gm.;puławski, pow.;lubelskie;17;8675;4380;4373;4171;1174;4;485;1596;433;60;295;0;105;19;0
614092;Puławy, gm.;puławski, pow.;lubelskie;10;9409;4098;4098;3903;1018;12;477;1535;461;65;258;0;67;10;0
