"Kod TERYT";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW - ZPOW-601-21/19";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"KOMITET WYBORCZY PRAWICA - ZPOW-601-20/19";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA - ZPOW-601-17/19";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19";"KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA - ZPOW-601-15/19"
"060809";"gm. Niedźwiada";"lubartowski";"lubelskie";"4562";"4973";"1731";"2831";"7";"6";"0";"0";"0";"0";"0";"0";"0";"2831";"0";"0";"2831";"38";"23";"15";"0";"2793";"142";"";"221";"269";"";"2029";"";"96";"36";""
"060810";"gm. Ostrów Lubelski";"lubartowski";"lubelskie";"3878";"4258";"1444";"2434";"14";"11";"0";"0";"0";"0";"0";"0";"0";"2434";"0";"0";"2434";"27";"17";"10";"0";"2407";"162";"";"174";"322";"";"1599";"";"125";"25";""
"060811";"gm. Ostrówek";"lubartowski";"lubelskie";"2866";"3105";"1142";"1724";"3";"8";"0";"0";"0";"0";"0";"0";"0";"1724";"0";"0";"1724";"28";"20";"8";"0";"1696";"93";"";"122";"243";"";"1175";"";"51";"12";""
"060812";"gm. Serniki";"lubartowski";"lubelskie";"3599";"3938";"1247";"2352";"4";"5";"0";"0";"0";"0";"0";"0";"0";"2352";"0";"0";"2352";"35";"20";"15";"0";"2317";"128";"";"162";"197";"";"1708";"";"88";"34";""
"060813";"gm. Uścimów";"lubartowski";"lubelskie";"2327";"2536";"943";"1384";"8";"8";"0";"0";"0";"0";"0";"0";"0";"1384";"0";"0";"1384";"22";"11";"11";"0";"1362";"139";"";"72";"165";"";"917";"";"51";"18";""
"060901";"gm. Bełżyce";"lubelski";"lubelskie";"9645";"10504";"3686";"5959";"3";"10";"0";"0";"0";"0";"0";"0";"0";"5959";"0";"0";"5959";"64";"40";"24";"0";"5895";"609";"";"402";"746";"";"3704";"";"363";"71";""
"060902";"gm. Borzechów";"lubelski";"lubelskie";"2831";"3111";"935";"1896";"4";"2";"0";"0";"0";"0";"0";"0";"0";"1896";"0";"0";"1896";"18";"10";"8";"0";"1878";"192";"";"80";"249";"";"1304";"";"44";"9";""
"060903";"gm. Bychawa";"lubelski";"lubelskie";"8674";"9383";"3486";"5189";"8";"10";"0";"0";"0";"0";"0";"0";"0";"5189";"0";"0";"5189";"72";"42";"30";"0";"5117";"435";"";"370";"632";"";"3328";"";"289";"63";""
"060904";"gm. Garbów";"lubelski";"lubelskie";"6515";"7243";"2206";"4309";"6";"55";"0";"0";"0";"0";"0";"0";"0";"4308";"0";"0";"4308";"52";"39";"13";"0";"4256";"479";"";"326";"490";"";"2659";"";"246";"56";""
"060905";"gm. Głusk";"lubelski";"lubelskie";"7772";"8626";"2009";"5763";"5";"28";"0";"0";"0";"0";"0";"0";"0";"5760";"0";"3";"5757";"37";"21";"16";"0";"5720";"1238";"";"449";"602";"";"2919";"";"421";"91";""
"060906";"gm. Jabłonna";"lubelski";"lubelskie";"5714";"6370";"2340";"3374";"4";"7";"0";"0";"0";"0";"0";"0";"0";"3373";"0";"1";"3372";"32";"25";"7";"0";"3340";"391";"";"273";"365";"";"2064";"";"201";"46";""
"060907";"gm. Jastków";"lubelski";"lubelskie";"9918";"10920";"2706";"7211";"9";"44";"0";"0";"0";"0";"0";"0";"0";"7213";"0";"0";"7213";"63";"37";"26";"0";"7150";"1429";"";"497";"587";"";"4108";"";"434";"95";""
"060908";"gm. Konopnica";"lubelski";"lubelskie";"9934";"10758";"2633";"7301";"7";"43";"2";"2";"0";"0";"0";"0";"2";"7298";"2";"0";"7298";"43";"22";"21";"0";"7255";"1587";"";"566";"1286";"";"3196";"";"538";"82";""
"060909";"gm. Krzczonów";"lubelski";"lubelskie";"3468";"3781";"1442";"2026";"6";"10";"0";"0";"0";"0";"0";"0";"0";"2026";"0";"0";"2026";"27";"20";"7";"0";"1999";"143";"";"104";"297";"";"1338";"";"95";"22";""
"060910";"gm. Niedrzwica Duża";"lubelski";"lubelskie";"8234";"9138";"2666";"5568";"5";"22";"0";"0";"0";"0";"0";"0";"0";"5568";"0";"0";"5568";"53";"40";"13";"0";"5515";"717";"";"417";"646";"";"3348";"";"300";"87";""
"060911";"gm. Niemce";"lubelski";"lubelskie";"13881";"15245";"4020";"9861";"25";"67";"0";"0";"0";"0";"0";"0";"0";"9860";"0";"0";"9860";"89";"53";"36";"0";"9771";"1568";"";"728";"1706";"";"5026";"";"634";"109";""
"060912";"gm. Strzyżewice";"lubelski";"lubelskie";"5708";"6176";"2205";"3503";"8";"9";"0";"0";"0";"0";"0";"0";"0";"3503";"0";"0";"3503";"35";"19";"16";"0";"3468";"403";"";"273";"460";"";"2092";"";"193";"47";""
"060913";"gm. Wojciechów";"lubelski";"lubelskie";"4413";"4738";"1738";"2675";"3";"13";"0";"0";"0";"0";"0";"0";"0";"2675";"0";"0";"2675";"39";"23";"16";"0";"2636";"266";"";"147";"321";"";"1736";"";"139";"27";""
"060914";"gm. Wólka";"lubelski";"lubelskie";"8330";"9328";"2374";"5956";"1";"52";"0";"0";"0";"0";"0";"0";"0";"5956";"0";"1";"5955";"40";"21";"19";"0";"5915";"1171";"";"521";"478";"";"3205";"";"450";"90";""
"060915";"gm. Wysokie";"lubelski";"lubelskie";"3420";"3813";"1365";"2055";"6";"12";"0";"0";"0";"0";"0";"0";"0";"2055";"0";"0";"2055";"27";"12";"15";"0";"2028";"112";"";"74";"293";"";"1465";"";"76";"8";""
"060916";"gm. Zakrzew";"lubelski";"lubelskie";"2235";"2433";"995";"1240";"3";"6";"0";"0";"0";"0";"0";"0";"0";"1240";"0";"0";"1240";"18";"7";"11";"0";"1222";"45";"";"48";"150";"";"941";"";"33";"5";""
"061001";"gm. Cyców";"łęczyński";"lubelskie";"5524";"6083";"2300";"3224";"5";"15";"0";"0";"0";"0";"0";"0";"0";"3224";"0";"0";"3224";"41";"31";"10";"0";"3183";"442";"";"207";"269";"";"2084";"";"145";"36";""
"061002";"gm. Ludwin";"łęczyński";"lubelskie";"3904";"4302";"1538";"2366";"0";"15";"0";"0";"0";"0";"0";"0";"0";"2366";"0";"0";"2366";"24";"19";"5";"0";"2342";"361";"";"168";"214";"";"1442";"";"119";"38";""
"061003";"gm. Łęczna";"łęczyński";"lubelskie";"16766";"17895";"5680";"11088";"8";"47";"0";"0";"0";"0";"0";"0";"0";"11086";"0";"0";"11086";"96";"66";"30";"0";"10990";"2313";"";"909";"750";"";"6238";"";"627";"153";""
"061004";"gm. Milejów";"łęczyński";"lubelskie";"6547";"7138";"2961";"3585";"5";"14";"0";"0";"0";"0";"0";"0";"0";"3585";"0";"0";"3585";"61";"37";"24";"0";"3524";"499";"";"236";"311";"";"2210";"";"213";"55";""
"061005";"gm. Puchaczów";"łęczyński";"lubelskie";"4034";"4381";"1416";"2618";"4";"10";"0";"0";"0";"0";"0";"0";"0";"2618";"0";"0";"2618";"33";"21";"12";"0";"2585";"282";"";"189";"268";"";"1709";"";"108";"29";""
"061006";"gm. Spiczyn";"łęczyński";"lubelskie";"4046";"4466";"1589";"2457";"0";"7";"0";"0";"0";"0";"0";"0";"0";"2457";"0";"0";"2457";"31";"16";"15";"0";"2426";"428";"";"224";"211";"";"1378";"";"144";"41";""
"061101";"m. Łuków";"łukowski";"lubelskie";"21530";"22955";"6787";"14742";"13";"98";"1";"1";"0";"0";"0";"0";"1";"14742";"1";"0";"14742";"149";"83";"66";"0";"14593";"2489";"";"1051";"1291";"";"8076";"";"1254";"432";""
"061102";"m. Stoczek Łukowski";"łukowski";"lubelskie";"1899";"2057";"624";"1275";"3";"8";"0";"0";"0";"0";"0";"0";"0";"1275";"0";"0";"1275";"15";"11";"4";"0";"1260";"186";"";"67";"129";"";"763";"";"96";"19";""
"061103";"gm. Adamów";"łukowski";"lubelskie";"4078";"4440";"1530";"2547";"2";"16";"0";"0";"0";"0";"0";"0";"0";"2547";"0";"0";"2547";"29";"14";"15";"0";"2518";"201";"";"131";"192";"";"1866";"";"105";"23";""
"061104";"gm. Krzywda";"łukowski";"lubelskie";"7362";"8021";"3062";"4300";"7";"16";"0";"0";"0";"0";"0";"0";"0";"4300";"0";"1";"4299";"70";"44";"26";"0";"4229";"204";"";"226";"531";"";"3038";"";"177";"53";""
"061105";"gm. Łuków";"łukowski";"lubelskie";"12369";"13582";"4265";"8105";"5";"25";"0";"0";"0";"0";"0";"0";"0";"8103";"0";"0";"8103";"88";"64";"24";"0";"8015";"529";"";"572";"761";"";"5721";"";"295";"137";""
"061106";"gm. Serokomla";"łukowski";"lubelskie";"2948";"3210";"1268";"1680";"5";"6";"0";"0";"0";"0";"0";"0";"0";"1680";"0";"0";"1680";"20";"14";"6";"0";"1660";"95";"";"100";"159";"";"1239";"";"58";"9";""
"061107";"gm. Stanin";"łukowski";"lubelskie";"6892";"7504";"2467";"4425";"1";"17";"0";"0";"0";"0";"0";"0";"0";"4425";"0";"0";"4425";"86";"55";"31";"0";"4339";"128";"";"188";"972";"";"2944";"";"81";"26";""
"061108";"gm. Stoczek Łukowski";"łukowski";"lubelskie";"5681";"6316";"2038";"3643";"2";"19";"0";"0";"0";"0";"0";"0";"0";"3640";"0";"0";"3640";"60";"38";"22";"0";"3580";"164";"";"155";"315";"";"2808";"";"92";"46";""
"061109";"gm. Trzebieszów";"łukowski";"lubelskie";"5331";"5831";"1573";"3758";"3";"14";"0";"0";"0";"0";"0";"0";"0";"3758";"0";"0";"3758";"34";"19";"15";"0";"3724";"134";"";"212";"255";"";"3004";"";"88";"31";""
"061110";"gm. Wojcieszków";"łukowski";"lubelskie";"4911";"5402";"1984";"2927";"8";"7";"0";"0";"0";"0";"0";"0";"0";"2926";"0";"0";"2926";"55";"41";"14";"0";"2871";"132";"";"126";"306";"";"2198";"";"75";"34";""
"061111";"gm. Wola Mysłowska";"łukowski";"lubelskie";"3624";"3908";"1422";"2202";"4";"10";"0";"0";"0";"0";"0";"0";"0";"2202";"0";"0";"2202";"35";"26";"9";"0";"2167";"89";"";"113";"235";"";"1644";"";"63";"23";""
"061201";"gm. Chodel";"opolski";"lubelskie";"4750";"5263";"2027";"2723";"6";"13";"0";"0";"0";"0";"0";"0";"0";"2723";"0";"0";"2723";"37";"25";"12";"0";"2686";"165";"";"160";"256";"";"1928";"";"145";"32";""
"061202";"gm. Józefów nad Wisłą";"opolski";"lubelskie";"4871";"5356";"2252";"2619";"0";"17";"0";"0";"0";"0";"0";"0";"0";"2619";"0";"0";"2619";"30";"14";"16";"0";"2589";"208";"";"143";"360";"";"1673";"";"165";"40";""
"061203";"gm. Karczmiska";"opolski";"lubelskie";"4222";"4576";"1893";"2329";"7";"30";"0";"0";"0";"0";"0";"0";"0";"2329";"0";"0";"2329";"51";"41";"10";"0";"2278";"189";"";"131";"461";"";"1344";"";"115";"38";""
"061204";"gm. Łaziska";"opolski";"lubelskie";"3612";"3953";"1656";"1956";"0";"13";"0";"0";"0";"0";"0";"0";"0";"1956";"0";"0";"1956";"41";"24";"17";"0";"1915";"134";"";"111";"280";"";"1252";"";"125";"13";""
"061205";"gm. Opole Lubelskie";"opolski";"lubelskie";"13273";"14316";"5831";"7442";"10";"29";"1";"1";"0";"0";"0";"0";"1";"7443";"1";"1";"7442";"102";"55";"47";"0";"7340";"1308";"";"493";"538";"";"4271";"";"623";"107";""
"061206";"gm. Poniatowa";"opolski";"lubelskie";"10511";"11332";"4150";"6361";"13";"34";"0";"0";"0";"0";"0";"0";"0";"6360";"0";"0";"6360";"76";"44";"32";"0";"6284";"956";"";"347";"563";"";"3798";"";"538";"82";""
"061207";"gm. Wilków";"opolski";"lubelskie";"3352";"3659";"1365";"1987";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1987";"0";"0";"1987";"23";"16";"7";"0";"1964";"116";"";"110";"248";"";"1399";"";"72";"19";""
"061301";"gm. Dębowa Kłoda";"parczewski";"lubelskie";"2990";"3255";"1343";"1647";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1647";"0";"0";"1647";"45";"34";"11";"0";"1602";"271";"";"95";"177";"";"946";"";"104";"9";""
"061302";"gm. Jabłoń";"parczewski";"lubelskie";"2814";"3042";"1066";"1748";"5";"11";"0";"0";"0";"0";"0";"0";"0";"1748";"0";"0";"1748";"24";"18";"6";"0";"1724";"108";"";"145";"210";"";"1144";"";"99";"18";""
"061303";"gm. Milanów";"parczewski";"lubelskie";"2811";"3056";"1214";"1597";"1";"9";"0";"0";"0";"0";"0";"0";"0";"1597";"0";"0";"1597";"31";"21";"10";"0";"1566";"120";"";"106";"218";"";"1012";"";"86";"24";""
"061304";"gm. Parczew";"parczewski";"lubelskie";"10791";"11736";"4156";"6635";"4";"59";"1";"1";"0";"0";"0";"0";"1";"6634";"1";"0";"6634";"64";"43";"21";"0";"6570";"962";"";"424";"1156";"";"3487";"";"468";"73";""
"061305";"gm. Podedwórze";"parczewski";"lubelskie";"1290";"1384";"550";"740";"2";"4";"0";"0";"0";"0";"0";"0";"0";"740";"0";"0";"740";"11";"7";"4";"0";"729";"82";"";"43";"81";"";"472";"";"48";"3";""
"061306";"gm. Siemień";"parczewski";"lubelskie";"3420";"3732";"1430";"1990";"3";"24";"0";"0";"0";"0";"0";"0";"0";"1990";"0";"0";"1990";"34";"17";"17";"0";"1956";"134";"";"131";"195";"";"1338";"";"69";"89";""
"061307";"gm. Sosnowica";"parczewski";"lubelskie";"2041";"2135";"985";"1056";"9";"8";"0";"0";"0";"0";"0";"0";"0";"1056";"0";"0";"1056";"15";"8";"7";"0";"1041";"118";"";"64";"115";"";"624";"";"98";"22";""
"061401";"m. Puławy";"puławski";"lubelskie";"35392";"37709";"11755";"23631";"46";"134";"6";"6";"0";"0";"1";"0";"5";"23641";"5";"5";"23636";"197";"94";"103";"0";"23439";"6674";"";"1916";"1315";"";"10646";"";"2504";"384";""
"061402";"gm. Baranów";"puławski";"lubelskie";"3016";"3240";"1236";"1780";"17";"8";"0";"0";"0";"0";"0";"0";"0";"1780";"0";"0";"1780";"37";"17";"20";"0";"1743";"129";"";"120";"234";"";"1154";"";"90";"16";""
"061403";"gm. Janowiec";"puławski";"lubelskie";"2826";"3055";"1021";"1805";"5";"16";"0";"0";"0";"0";"0";"0";"0";"1805";"0";"0";"1805";"15";"8";"7";"0";"1790";"328";"";"109";"141";"";"1058";"";"140";"14";""
"061404";"gm. Kazimierz Dolny";"puławski";"lubelskie";"5104";"5711";"1753";"3351";"5";"303";"0";"0";"0";"0";"0";"0";"0";"3348";"0";"0";"3348";"49";"23";"26";"0";"3299";"759";"";"217";"247";"";"1801";"";"235";"40";""
"061405";"gm. Końskowola";"puławski";"lubelskie";"6583";"7167";"2239";"4344";"6";"10";"0";"0";"0";"0";"0";"0";"0";"4344";"0";"1";"4343";"37";"28";"9";"0";"4306";"624";"";"352";"449";"";"2566";"";"263";"52";""
"061406";"gm. Kurów";"puławski";"lubelskie";"5713";"6109";"2187";"3526";"5";"12";"0";"0";"0";"0";"0";"0";"0";"3526";"0";"0";"3526";"35";"18";"17";"0";"3491";"392";"";"342";"316";"";"2176";"";"214";"51";""
"061407";"gm. Markuszów";"puławski";"lubelskie";"2196";"2400";"761";"1435";"10";"3";"0";"0";"0";"0";"0";"0";"0";"1435";"0";"0";"1435";"10";"7";"3";"0";"1425";"163";"";"106";"137";"";"922";"";"72";"25";""
"061408";"gm. Nałęczów";"puławski";"lubelskie";"8156";"8269";"2792";"5364";"10";"475";"2";"2";"0";"0";"0";"0";"2";"5365";"2";"0";"5365";"51";"25";"26";"0";"5314";"911";"";"373";"628";"";"2917";"";"430";"55";""
"061409";"gm. Puławy";"puławski";"lubelskie";"8929";"9680";"3257";"5671";"5";"32";"0";"0";"0";"0";"0";"0";"0";"5672";"0";"0";"5672";"80";"43";"37";"0";"5592";"954";"";"412";"421";"";"3281";"";"433";"91";""
"061410";"gm. Wąwolnica";"puławski";"lubelskie";"3395";"3797";"1290";"2105";"5";"22";"1";"1";"0";"0";"0";"0";"1";"2106";"1";"0";"2106";"32";"16";"16";"0";"2074";"164";"";"197";"233";"";"1354";"";"110";"16";""
"061411";"gm. Żyrzyn";"puławski";"lubelskie";"4824";"5212";"1666";"3158";"5";"11";"0";"0";"0";"0";"0";"0";"0";"3158";"0";"0";"3158";"41";"27";"14";"0";"3117";"250";"";"227";"356";"";"2096";"";"143";"45";""
"061501";"m. Radzyń Podlaski";"radzyński";"lubelskie";"11588";"12384";"4168";"7420";"18";"51";"0";"0";"0";"0";"0";"0";"0";"7420";"0";"3";"7417";"94";"67";"27";"0";"7323";"1018";"";"441";"1259";"";"3835";"";"622";"148";""
"061502";"gm. Borki";"radzyński";"lubelskie";"4463";"4927";"1930";"2533";"15";"9";"1";"1";"0";"0";"0";"0";"1";"2533";"1";"0";"2533";"70";"39";"31";"0";"2463";"145";"";"112";"427";"";"1664";"";"93";"22";""
"061503";"gm. Czemierniki";"radzyński";"lubelskie";"3201";"3508";"1086";"2115";"6";"14";"0";"0";"0";"0";"0";"0";"0";"2115";"0";"0";"2115";"40";"20";"20";"0";"2075";"108";"";"131";"282";"";"1334";"";"200";"20";""
"061504";"gm. Kąkolewnica";"radzyński";"lubelskie";"5950";"6452";"2335";"3615";"4";"26";"0";"0";"0";"0";"0";"0";"0";"3615";"0";"1";"3614";"49";"36";"13";"0";"3565";"224";"";"180";"276";"";"2733";"";"102";"50";""
"061505";"gm. Komarówka Podlaska";"radzyński";"lubelskie";"3270";"3539";"1330";"1940";"3";"7";"0";"0";"0";"0";"0";"0";"0";"1940";"0";"0";"1940";"33";"23";"10";"0";"1907";"174";"";"159";"248";"";"1221";"";"68";"37";""
"061506";"gm. Radzyń Podlaski";"radzyński";"lubelskie";"5892";"6456";"2299";"3593";"8";"13";"0";"0";"0";"0";"0";"0";"0";"3593";"0";"0";"3593";"43";"29";"14";"0";"3550";"246";"";"170";"410";"";"2502";"";"158";"64";""
"061507";"gm. Ulan-Majorat";"radzyński";"lubelskie";"4346";"4715";"1570";"2776";"3";"9";"0";"0";"0";"0";"0";"0";"0";"2776";"0";"0";"2776";"65";"43";"22";"0";"2711";"93";"";"144";"444";"";"1955";"";"54";"21";""
"061508";"gm. Wohyń";"radzyński";"lubelskie";"5051";"5467";"2208";"2843";"3";"17";"0";"0";"0";"0";"0";"0";"0";"2843";"0";"0";"2843";"53";"41";"12";"0";"2790";"228";"";"128";"335";"";"1718";"";"129";"252";""
"061601";"m. Dęblin";"rycki";"lubelskie";"11692";"12668";"4037";"7655";"26";"92";"1";"1";"0";"0";"0";"0";"1";"7656";"1";"0";"7656";"69";"48";"21";"0";"7587";"1405";"";"449";"759";"";"3716";"";"1178";"80";""
"061602";"gm. Kłoczew";"rycki";"lubelskie";"5196";"5617";"1823";"3372";"10";"12";"0";"0";"0";"0";"0";"0";"0";"3371";"0";"0";"3371";"43";"28";"15";"0";"3328";"103";"";"162";"348";"";"2566";"";"124";"25";""
"061603";"gm. Nowodwór";"rycki";"lubelskie";"3019";"3261";"1069";"1950";"7";"6";"0";"0";"0";"0";"0";"0";"0";"1950";"0";"0";"1950";"31";"17";"14";"0";"1919";"38";"";"76";"308";"";"1415";"";"59";"23";""
"061604";"gm. Ryki";"rycki";"lubelskie";"15202";"16395";"5438";"9763";"17";"46";"1";"1";"0";"0";"0";"0";"1";"9765";"1";"0";"9765";"99";"65";"34";"0";"9666";"990";"";"488";"1609";"";"5812";"";"619";"148";""
"061605";"gm. Stężyca";"rycki";"lubelskie";"3633";"4269";"1182";"2451";"0";"8";"1";"1";"0";"0";"0";"0";"1";"2452";"1";"0";"2452";"33";"29";"4";"0";"2419";"169";"";"115";"365";"";"1564";"";"180";"26";""
"061606";"gm. Ułęż";"rycki";"lubelskie";"2406";"2658";"894";"1512";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1512";"0";"0";"1512";"17";"12";"5";"0";"1495";"115";"";"66";"282";"";"918";"";"98";"16";""
"061701";"m. Świdnik";"świdnicki";"lubelskie";"28505";"30557";"9204";"19302";"27";"129";"1";"1";"1";"0";"0";"0";"0";"19302";"0";"3";"19299";"134";"74";"60";"0";"19165";"4666";"";"1351";"1148";"";"9896";"";"1844";"260";""
"061702";"gm. Mełgiew";"świdnicki";"lubelskie";"6954";"7638";"2294";"4660";"8";"17";"0";"0";"0";"0";"0";"0";"0";"4660";"0";"0";"4660";"37";"19";"18";"0";"4623";"662";"";"263";"509";"";"2828";"";"304";"57";""
"061703";"gm. Piaski";"świdnicki";"lubelskie";"7710";"8510";"2916";"4793";"10";"23";"0";"0";"0";"0";"0";"0";"0";"4794";"0";"0";"4794";"64";"33";"31";"0";"4730";"422";"";"258";"1042";"";"2724";"";"241";"43";""
"061704";"gm. Rybczewice";"świdnicki";"lubelskie";"2622";"2889";"1090";"1532";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1532";"0";"0";"1532";"15";"9";"6";"0";"1517";"76";"";"122";"194";"";"1078";"";"41";"6";""
"061705";"gm. Trawniki";"świdnicki";"lubelskie";"6516";"7099";"2968";"3548";"5";"8";"0";"0";"0";"0";"0";"0";"0";"3548";"0";"0";"3548";"35";"21";"14";"0";"3513";"311";"";"210";"411";"";"2329";"";"198";"54";""
"061801";"m. Tomaszów Lubelski";"tomaszowski";"lubelskie";"14607";"15536";"5470";"9137";"28";"74";"1";"1";"0";"0";"0";"0";"1";"9138";"1";"0";"9138";"72";"46";"26";"0";"9066";"1616";"";"575";"1133";"";"4804";"";"826";"112";""
"061802";"gm. Bełżec";"tomaszowski";"lubelskie";"2442";"2644";"1079";"1363";"3";"4";"0";"0";"0";"0";"0";"0";"0";"1363";"0";"0";"1363";"19";"17";"2";"0";"1344";"115";"";"74";"249";"";"811";"";"77";"18";""
"061803";"gm. Jarczów";"tomaszowski";"lubelskie";"2611";"2915";"1154";"1457";"0";"6";"1";"1";"1";"0";"0";"0";"0";"1457";"0";"0";"1457";"17";"12";"5";"0";"1440";"54";"";"61";"218";"";"1046";"";"49";"12";""
"061804";"gm. Krynice";"tomaszowski";"lubelskie";"2470";"2715";"993";"1477";"5";"15";"0";"0";"0";"0";"0";"0";"0";"1477";"0";"0";"1477";"21";"11";"10";"0";"1456";"76";"";"69";"256";"";"1005";"";"34";"16";""
"061805";"gm. Lubycza Królewska";"tomaszowski";"lubelskie";"4720";"5111";"2562";"2158";"2";"34";"0";"0";"0";"0";"0";"0";"0";"2158";"0";"0";"2158";"41";"30";"11";"0";"2117";"210";"";"123";"336";"";"1254";"";"166";"28";""
"061806";"gm. Łaszczów";"tomaszowski";"lubelskie";"4619";"4974";"2118";"2501";"13";"13";"0";"0";"0";"0";"0";"0";"0";"2501";"0";"0";"2501";"30";"18";"12";"0";"2471";"108";"";"89";"586";"";"1555";"";"111";"22";""
"061807";"gm. Rachanie";"tomaszowski";"lubelskie";"3987";"4442";"1730";"2257";"6";"25";"0";"0";"0";"0";"0";"0";"0";"2257";"0";"0";"2257";"37";"24";"13";"0";"2220";"95";"";"124";"288";"";"1592";"";"92";"29";""
"061808";"gm. Susiec";"tomaszowski";"lubelskie";"5655";"6151";"2377";"3278";"4";"47";"0";"0";"0";"0";"0";"0";"0";"3278";"0";"0";"3278";"34";"27";"7";"0";"3244";"261";"";"171";"478";"";"2160";"";"148";"26";""
"061809";"gm. Tarnawatka";"tomaszowski";"lubelskie";"2910";"3138";"1284";"1625";"7";"9";"0";"0";"0";"0";"0";"0";"0";"1626";"0";"0";"1626";"12";"8";"4";"0";"1614";"75";"";"105";"140";"";"1228";"";"54";"12";""
"061810";"gm. Telatyn";"tomaszowski";"lubelskie";"3010";"3276";"1378";"1632";"4";"16";"0";"0";"0";"0";"0";"0";"0";"1632";"0";"0";"1632";"26";"18";"8";"0";"1606";"32";"";"57";"542";"";"937";"";"32";"6";""
"061811";"gm. Tomaszów Lubelski";"tomaszowski";"lubelskie";"8352";"9147";"3473";"4879";"4";"18";"0";"0";"0";"0";"0";"0";"0";"4879";"0";"0";"4879";"61";"34";"27";"0";"4818";"349";"";"321";"600";"";"3289";"";"217";"42";""
"061812";"gm. Tyszowce";"tomaszowski";"lubelskie";"4434";"4694";"2114";"2320";"15";"17";"0";"0";"0";"0";"0";"0";"0";"2320";"0";"0";"2320";"41";"28";"13";"0";"2279";"111";"";"135";"341";"";"1589";"";"87";"16";""
"061813";"gm. Ulhówek";"tomaszowski";"lubelskie";"3620";"3991";"1892";"1728";"2";"4";"0";"0";"0";"0";"0";"0";"0";"1728";"0";"0";"1728";"34";"26";"8";"0";"1694";"59";"";"59";"398";"";"1102";"";"69";"7";""
"061901";"m. Włodawa";"włodawski";"lubelskie";"10167";"10821";"4130";"6038";"17";"40";"0";"0";"0";"0";"0";"0";"0";"6039";"0";"0";"6039";"61";"40";"21";"0";"5978";"1268";"";"287";"902";"";"2696";"";"777";"48";""
"061902";"gm. Hanna";"włodawski";"lubelskie";"2249";"2444";"1016";"1233";"5";"9";"0";"0";"0";"0";"0";"0";"0";"1233";"0";"0";"1233";"24";"15";"9";"0";"1209";"115";"";"68";"295";"";"676";"";"48";"7";""
"061903";"gm. Hańsk";"włodawski";"lubelskie";"2735";"2979";"1255";"1480";"2";"8";"0";"0";"0";"0";"0";"0";"0";"1480";"0";"2";"1478";"42";"23";"19";"0";"1436";"125";"";"79";"325";"";"797";"";"98";"12";""
"061904";"gm. Stary Brus";"włodawski";"lubelskie";"1610";"1782";"670";"940";"4";"7";"0";"0";"0";"0";"0";"0";"0";"940";"0";"0";"940";"19";"13";"6";"0";"921";"58";"";"32";"157";"";"610";"";"57";"7";""
"061905";"gm. Urszulin";"włodawski";"lubelskie";"3071";"3394";"1151";"1920";"4";"28";"0";"0";"0";"0";"0";"0";"0";"1920";"0";"0";"1920";"21";"12";"9";"0";"1899";"166";"";"133";"342";"";"1140";"";"101";"17";""
